doc_id;twitter_username;twitter_available;twitter_created_at;twitter_full_text;twitter_retweet_count;twitter_favorite_count;twitter_followers_count;twitter_location;twitter_word_count;twitter_year;twitter_month;twitter_week;twitter_time_index_month;twitter_time_index_week;twitter_emojis;twitter_hashtags;twitter_tags;label;topic
Beatrix_vStorch15209208001;Beatrix_vStorch;TRUE;2018-03-13T06:00:00Z;Die Fraktion der Europaeischen Christdemokraten moechte den deutschen Beitrag fuer die EU um 30 Prozent erhoehen. Dann zahlt jaehrlich rund 40 statt 30 Milliarden Euro ein. Bisher gab es einen Deckel bei 1 Prozent des BIP. CDU und Co wollen zukuenftig 1,3. Und bewerben das stolz.;148;245;61329;Berlin, Deutschland;48;2018;3;11;7;26;🇩🇪;;;negative;EU
Beatrix_vStorch15222609001;Beatrix_vStorch;TRUE;2018-03-28T18:15:00Z;Religionsfreiheit? Lehnt die Kandidatin der FDP denn die Sharia ab, insofern deren rechtsrelevanten Teile Atheisten nahezu alle Rechte absprechen und darin Christen und Juden zu rechtlich zweitklassigen Menschen erklaert werden? AfD Kopftuch;94;309;61329;Berlin, Deutschland;33;2018;3;13;7;28;;#AfD|#Kopftuch;;negative;Islam
Beatrix_vStorch15223309801;Beatrix_vStorch;TRUE;2018-03-29T13:43:00Z;Deswegen NoGEZ ! Warum berichtet die Tagesschau nicht mal ueber den Warenkorb oder die Hedonistische Methode , 2 Tricks, mit der denen die Inflationsrate manipuliert wird?! Ach So Teil Des Systems Volksverdummung!;54;164;61329;Berlin, Deutschland;27;2018;3;13;7;28;;#NoGEZ|#Warenkorb|#HedonistischeMethode|#AchSo|#TeilDesSystems|#Volksverdummung;;negative;Medien
Beatrix_vStorch15228651601;Beatrix_vStorch;TRUE;2018-04-04T18:06:00Z;Ist das nicht ein toller Zufall? Fuer jedes einzelne Ressort waren jeweils immer eine Frau und ein Mann am besten qualifiziert. Toll, oder? Nie 2 Maenner oder 2 Frauen. Immer ein Mann und eine Frau. Quote garantiert Qualitaet;12;114;61329;Berlin, Deutschland;39;2018;4;14;8;29;;#Quote|#garantiert|#Qualitaet;;negative;Gleichberechtigung
Beatrix_vStorch15256144201;Beatrix_vStorch;TRUE;2018-05-06T13:47:00Z;Schoen zu sehen, dass Af Dwirkt. Zusaetzlich zur Streichung der Entwicklungshilfe: Keine Visa-Erteilung mehr fuer diese Laender. Aber da kommt Ihr auch noch hin...;187;537;61329;Berlin, Deutschland;24;2018;5;19;9;34;;#AfDwirkt;;negative;AfD
Beatrix_vStorch15263674801;Beatrix_vStorch;TRUE;2018-05-15T06:58:00Z;GroKo steht fuer Grosse Kosten. in der Haushaltsdebatte bringt es auf den Punkt. Und der Haushalt ist nicht ausgeglichen. Es fehlen Ausgaben von mindestens einer Milliarde AM TAG. Nachhaltig Verantwortungslos;33;117;61329;Berlin, Deutschland;31;2018;5;20;9;35;;#Haushaltsdebatte|#NachhaltigVerantwortungslos;@PeterBoehringer;negative;GroKo
Beatrix_vStorch15269624401;Beatrix_vStorch;TRUE;2018-05-22T04:14:00Z;Nein. Das ist noch so ein fataler Irrtum. Fluechtlinge muessen nicht integriert werden. Vir allem nicht durch aktive u also kostenintensive Massnahmen unsererseits. Denn sie bleiben nur auf Zeit. Sie bekommen hier Schutz u kehren sobald als moeglich heim. Asylindustrie;1;3;61329;Berlin, Deutschland;42;2018;5;21;9;36;;#Asylindustrie;@altenbockum|@Junge_Freiheit;negative;Integration
Beatrix_vStorch15282675601;Beatrix_vStorch;TRUE;2018-06-06T06:46:00Z;Gesetz zur Erhoehung d Parteienfinanzierung soll in einer Woche durchgepeitscht werden. Ca. EINE Stunde nach Vorlage u lange VOR Ueberweisung in Innenausschuss, wird es da schon behandelt. Oeffentliche Debatte soll maximal verhindert werden. Taschen Voll So Schnell Es Geht;289;537;61329;Berlin, Deutschland;35;2018;6;23;10;38;;#TaschenVoll|#SoSchnellEsGeht;;negative;Parteienfinanzierung
Beatrix_vStorch15333070801;Beatrix_vStorch;TRUE;2018-08-03T14:38:00Z;Abdul D., der Moerder der 15-jaehrigen Mia, hat den deutschen Steuerzahler bis zu seiner Tat 100.000 Euro gekostet. Neben verpflichtenden Altersueberpruefungen bei angeblich minderjaehrigen Migranten, muss endlich die Grenze gesichert und jeder Illegale abgeschoben werden. AfD;330;892;61329;Berlin, Deutschland;37;2018;8;31;12;46;;#AfD;;negative;Migrantenkriminalitaet
Beatrix_vStorch15334507801;Beatrix_vStorch;TRUE;2018-08-05T06:33:00Z;Verdammt noch mal! Dann macht die Grenzen dicht!! Ist das so schwer zu kapieren?!! Diese Regierung ist einfach nur noch gemeingefaehrlich! Sorgen und Befuerchtungen und dann weitermachen mit No Border No Nation. Die sind doch alle mit dem Klammerbeutel gepudert!!!;427;1171;61329;Berlin, Deutschland;38;2018;8;32;12;47;;#Sorgen|#Befuerchtungen|#NoBorderNoNation;;negative;Grenzkontrollen
Beatrix_vStorch15337117801;Beatrix_vStorch;TRUE;2018-08-08T07:03:00Z;Gute Idee. Nicht neu, nicht seine, aber gut. Damit ist gezeigt, dass man nuetzlichen freien Handel haben kann, ohne wie bei TTIP intensiv Regularien zu harmonisieren. Denn Maerkte kann man oeffnen ohne sog. Freihandelsabkommen FTA. Das ist ja auch der Ansatz von Trump. AfD;28;117;61329;Berlin, Deutschland;45;2018;8;32;12;47;;#TTIP|#FTA|#Trump|#AfD;;positive;Freihandel
Beatrix_vStorch15362123401;Beatrix_vStorch;TRUE;2018-09-06T05:39:00Z;Wer CDU waehlt, kann dann jetzt auch gleich die Linke waehlen. Bleibt sich gleich. Die Union hat keine inhaltlichen Positionen, die sie nicht fuer ein Amt eintauschen wuerde. Nur die AfD;269;675;61329;Berlin, Deutschland;32;2018;9;36;13;51;;#CDU|#Linke|#AfD;;negative;CDU/CSU
Beatrix_vStorch15372801601;Beatrix_vStorch;TRUE;2018-09-18T14:16:00Z;Chaos-Regierung: Merkel luegt u spaltet das Land,Maassen sagt die Wahrheit,dann folgt mediale Hetzjagd. SPD will seinen Kopf, Seehofer lobt ihn auf Staatssekretaers Posten weg, damit SPD pro forma ihren Willen bekommt, Seehofer kein Rueckgrat zeigen muss und Merkel ihre Ruhe hat.;370;1204;61329;Berlin, Deutschland;43;2018;9;38;13;53;;#Merkel|#Maassen|#Hetzjagd;;negative;GroKo
Beatrix_vStorch15375322201;Beatrix_vStorch;TRUE;2018-09-21T12:17:00Z;Ich bekomme bald Mitleid mit der SPD. Die koennen es einfach nicht. Mensch Leute, tretet ab, lasst es sein. Das ist wirklich nicht mehr mitanzusehen. Geht angeln oder Bauchtanzen oder so. AfD uebernimmt.;378;1491;61329;Berlin, Deutschland;34;2018;9;38;13;53;;#SPD|#AfD;;negative;SPD
Beatrix_vStorch15379738201;Beatrix_vStorch;TRUE;2018-09-26T14:57:00Z;Merkel-Regierung geht vor Erdogan in die Knie. Auf meine Frage, ob nach Auffassung der Bundesregierung die Ermordung der Armenier 1915/16 ein Voelkermord war, eiert sie nur rum. Ihr sei die Position des Bundestages dazu bekannt. Sie selbst hat dazu keine. erbaermlich feige;301;758;61329;Berlin, Deutschland;44;2018;9;39;13;54;;#erbaermlich|#feige;;negative;Tuerkei
Beatrix_vStorch15415882801;Beatrix_vStorch;TRUE;2018-11-07T10:58:00Z;Israel hat die Welt hypnotisiert.Moege Allah d Menschen erwecken u ihnen das boesartige Tun Israels zeigen.Das sind die neuen Muslime,die nun im US-Kongress sitzen u die Welt schlaegt Purzelbaeume ueber Islamismus jetzt auch im Kongress.Bis es zu spaet ist Midterms Elections2018;141;377;61329;Berlin, Deutschland;44;2018;11;45;15;60;;#MidtermsElections2018;;negative;Islam
Beatrix_vStorch15487788601;Beatrix_vStorch;TRUE;2019-01-29T16:21:00Z;Wir hatten den Verdacht ja schon immer,aber schoen, dass das hier jetzt auch mal oeffentlich bestaetigt: Der oer- GEZ - Staatsfunk betreibt nicht Aufklaerung,sondern Politik. Wessen Argumente nicht passen, wird nicht eingeladen.Die haben ihre eigene Agenda-auf unsere Kosten.;194;553;61329;Berlin, Deutschland;41;2019;1;5;17;73;;#GEZ;@annewill;negative;Medien
Beatrix_vStorch15507566401;Beatrix_vStorch;TRUE;2019-02-21T13:44:00Z;Erst fuehrt die SPD das 3. Geschlecht ein und meint, man kann auch noch selbst entscheiden, welches davon man hat- und dann wollen sie eine 50-(!)-Quote fuer Frauen. Und wenn man dann fragt, wie das zusammenpasst...stammeln sie rum. Ansehen- lohnt;426;1228;61329;Berlin, Deutschland;44;2019;2;8;18;76;;#SPD;;negative;Genderdebatte
Beatrix_vStorch15632957401;Beatrix_vStorch;TRUE;2019-07-16T16:49:00Z;Ein trauriger Tag fuer Europa. VdL ist gewaehlt von Macrons Gnaden. Sie steht fuer einen massiven Linkskurs und gegen alles, wofuer wir streiten: ein Europa der Vaterlaender und der Demokratie, denn die geht nur national. AfD;272;964;61329;Berlin, Deutschland;37;2019;7;29;23;97;;#VdL|#AfD;;negative;vonderLeyen
Beatrix_vStorch15640626601;Beatrix_vStorch;TRUE;2019-07-25T13:51:00Z;So vorhersehbar, wie armselig: Kaum ist mal eine Woche lang im Sommer Sommer, schon geht das Klimagekreische wieder los. Heiss- Klimakrise. Aber bei 17 Grad u Regen im Juli, belehrt man uns: das sei Wetter. Hat mit Klima nix zu tun. Entscheidet Euch mal, ihr Aengsteschuerer!;271;1060;59829;Berlin, Deutschland;47;2019;7;30;23;98;;#Klimagekreische|#Klimakrise|#Aengsteschuerer;;negative;Klimahysterie
Beatrix_vStorch15679483201;Beatrix_vStorch;TRUE;2019-09-08T13:12:00Z;So sind sie: SPD CDU FDP waehlen einen NPD-Mann ins Amt. Herzlichen Glueckwunsch . Aber Hauptsache entschlossen gegen die AfD kaempfen. Ihr seid so armselig!;331;1211;61329;Berlin, Deutschland;26;2019;9;36;25;104;;#SPD|#CDU|#FDP|#NPD|#AfD;;negative;AfD
Beatrix_vStorch15688137601;Beatrix_vStorch;TRUE;2019-09-18T13:36:00Z;Nachdem Luisa Neubauer die Welt per Flugzeug bereist hat, haelt sie jetzt die Blockade von Flughaefen Bruecken fuer legitim. Von der Doppelmoral zur Oeko-Kriminalitaet ist es bei Fridaysfor Future offenbar nur ein Schritt.Langstrecken Luisa allesfuersklima;425;1522;61329;Berlin, Deutschland;35;2019;9;38;25;106;;#Neubauer|#FridaysforFuture|#LangstreckenLuisa|#allesfuersklima;;negative;Klimahysterie
Beatrix_vStorch15702610201;Beatrix_vStorch;TRUE;2019-10-05T07:37:00Z;Das ist Noetigung, gefaehrlicher Eingriff in den Strassenverkehr. Das trifft den ganz normalen Buerger, der zur Arbeit muss. Extinction Rebellion fuehrt Krieg gegen die arbeitende Bevoelkerung. Das ist ein Angriff auf den Rechtsstaat.;493;1708;59829;Berlin, Deutschland;34;2019;10;40;26;108;;#Extinction|#Rechtsstaat;;negative;ExtinctionRebellion
Beatrix_vStorch15702643801;Beatrix_vStorch;TRUE;2019-10-05T08:33:00Z;Ein Islamist im Herzen d frz Sicherheitsbehoerden im Kampf gegen Islamisten? frz Regierung deckt ihn? u dann mordet er 4 Polizisten? Und jetzt will Macron das vertuschen? An Euren Haenden klebt Blut! Ihr mordet mit! Unmoeglich in ? Ich fuerchte: nein.;467;1251;61329;Berlin, Deutschland;42;2019;10;40;26;108;🇩🇪;#Macron;;negative;Islam
Beatrix_vStorch15704391601;Beatrix_vStorch;TRUE;2019-10-07T09:06:00Z;Vor Ort unter Linken... Ich wollte mir diese Weltuntergangssekte mal aus der Naehe ansehen... Sie bekaempfen offen Demokratie und Industrialisierung. Extinction Rebellion Endzeitsekte Verfassungsfeinde Demokratiefeinde Klimaschutzgesetz Berlin;396;1527;61329;Berlin, Deutschland;27;2019;10;41;26;109;;#ExtinctionRebellion|#Endzeitsekte|#Verfassungsfeinde|#Demokratiefeinde|#Klimaschutzgesetz|#Berlin;;negative;ExtinctionRebellion
Beatrix_vStorch15721944001;Beatrix_vStorch;TRUE;2019-10-27T16:40:00Z;Herzliche Glueckwunsch nach Thueringen: Die AfD holt den 3. grossen Wahlerfolg 2019. Osten ist Hochburg mit einer treuen Waehlerschaft von klar ueber 20 . Ohne AfD gibt es im Osten keine stabilen Mehrheiten. Jetzt Koalition: Linke und CDU? Go for it! Thueringenwahl ltwth19;252;1424;59829;Berlin, Deutschland;43;2019;10;43;26;111;😂;#AfD|#Osten|#Linke|#CDU|#Thueringenwahl|#ltwth19;;positive;Kommunalpolitik
Beatrix_vStorch15726783001;Beatrix_vStorch;TRUE;2019-11-02T07:05:00Z;Dieser Nazi schreibt beim Spiegel. Er will Menschen wegen ihrer Meinung aechten, ausgrenzen, klein halten (?)... der Phantasie den freien Lauf. Da faellt dem geneigten Linksfaschisten schon was ein. Man fasst es einfach nicht. Was fuer eine erbaermliche Figur.;563;2029;59829;Berlin, Deutschland;39;2019;11;44;27;112;;;;negative;Linksextremismus
Beatrix_vStorch15742561201;Beatrix_vStorch;TRUE;2019-11-20T13:22:00Z;Die Klimanazis von Extinction Rebellion lassen die Maske fallen: Die wollen die Demokratie abschaffen und relativieren den Holocaust. Wo bleibt der Verfassungsschutz, Demokratie leben und Unvereinbarkeitsbeschluss der Gruenen?;280;915;61329;Berlin, Deutschland;28;2019;11;47;27;115;;#ExtinctionRebellion|#Verfassungsschutz|#Gruenen;;negative;ExtinctionRebellion
Beatrix_vStorch15790920601;Beatrix_vStorch;TRUE;2020-01-15T12:41:00Z;Klar- Klimahysterie ist das schon lange nicht mehr. Die brauchen Hilfe. Aerztliche. Und wie gut, dass hier niemand Aengste schuert. Langstrecken Luisa FFF Klimaklage Klimakrise;107;508;61329;Berlin, Deutschland;26;2020;1;3;29;124;;#Klimahysterie|#LangstreckenLuisa|#FFF|#Klimaklage|#Klimakrise;;negative;Klimahysterie
Beatrix_vStorch15816771601;Beatrix_vStorch;TRUE;2020-02-14T10:46:00Z;Wer verroht hier die Sprache? Krebsgeschwuer (Elmar Brok), Giftiger Abschaum (Marco Wanderwitz), Gesindel (Merz). Das ist die Sprache der angeblich buergerlichen CDU in der Auseinandersetzung mit WU und AfD. Die Heuchler zeigen ihr wahres Gesicht. Hass Hetze;643;2155;61329;Berlin, Deutschland;37;2020;2;7;30;128;;#Brok|#Wanderwitz|#Merz|#WU|#AfD|#Hass|#Hetze;;negative;AfD
Beatrix_vStorch15839336401;Beatrix_vStorch;TRUE;2020-03-11T13:34:00Z;Erdogan kerkert politische Gegner ein, fuehrt einen Vernichtungskrieg gegen die Kurden, treibt Migranten auf die EU-Grenze, diffamiert Griechenland und verharmlost die Naziverbrechen. Wo bleibt die klare Kante gegen diese Aggression? Istandwithgreece;359;1320;61329;Berlin, Deutschland;32;2020;3;11;31;132;;#Erdogan|#Kurden|#Griechenland|#Istandwithgreece;;negative;Tuerkei
Beatrix_vStorch15844573801;Beatrix_vStorch;TRUE;2020-03-17T15:03:00Z;Fluechtlinge: Menschen, die Hilfe suchen und dankbar dafuer sind? Fehlanzeige. Was sind das fuer Leute, die die notwendige Quarantaene missachten und die Polizei angreifen. Helfen sollten wir in der Welt den Armen Schwachen und nicht den Gewalttaetigen. Suhl;324;1159;59829;Berlin, Deutschland;41;2020;3;12;31;133;;#Suhl;;negative;Migrantenkriminalitaet
Beatrix_vStorch15854978401;Beatrix_vStorch;TRUE;2020-03-29T16:04:00Z;"wurde mit dem Versprechen in den Euro gelockt, dass es niemals fuer Schulden anderer -Laender haften muesse. Dieses Versprechen waere spaetestens mit Coronabond|s endgueltig gebrochen. Daher Nein zu diesem Schuldenvergemeinschaftungs-Instrument. Covid_19";438;1561;61329;Berlin, Deutschland;36;2020;3;13;31;134;🇩🇪;#Coronabond|#Covid;;negative;Schuldenunion
Beatrix_vStorch15862634401;Beatrix_vStorch;TRUE;2020-04-07T12:44:00Z;hat 190 Professuren fuer Pharmazie, aber 200 fuer Gender Studies?! DIE koennen alle weg. Wir brauchen Apotheker und Lastkraftfahrer, aber niemanden, der ueber das Geschlecht von Buecherregalen philosophiert. Pharmaziestatt Gender Studies! nurdie Af D COVID2019de;609;2441;61329;Berlin, Deutschland;33;2020;4;15;32;136;🇩🇪;#PharmaziestattGenderStudies|#nurdieAfD|#COVID2019de;;negative;Genderdebatte
Beatrix_vStorch15886604401;Beatrix_vStorch;TRUE;2020-05-05T06:34:00Z;Die EZB ist zur Gelddruckmaschine der Schulden-Staaten verkommen und operiert im geldpolitischen Nirwana. Das Bundesverfassungsgericht musste dem jetzt eine Grenze setzen, alles andere haette der Glaubwuerdigkeit des BVer G noch (!) schwereren Schaden zugefuegt. Karlsruhe;106;378;61329;Berlin, Deutschland;34;2020;5;19;33;140;;#EZB|#Bundesverfassungsgericht|#BVerG|#Karlsruhe;;negative;EZB
Beatrix_vStorch15917727001;Beatrix_vStorch;TRUE;2020-06-10T07:05:00Z;Zahl der Mittelmeermigranten in hat sich trotz Corona-Beschraenkungen in den ersten fuenf Monaten 2020 zum Vorjahr fast verdreifacht. Sie stammen aus Bangladesch, Tunesien oder der Elfenbeinkueste. Geheimdienst warnt: 20.000 weitere warten in Libyen. Die Welle rollt weiter. AfD;365;1049;61329;Berlin, Deutschland;40;2020;6;24;34;145;🇮🇹;#Corona|#AfD;;negative;Zuwanderung
Beatrix_vStorch15951536401;Beatrix_vStorch;TRUE;2020-07-19T10:14:00Z;Die partyundeventszene in Frankfurt aehnelt also der von Stuttgart: hoher Migrationsanteil, betrunken und hoch aggressiv. Aber hey! Dass mir jetzt keiner sagt, wir haben ein Problem mit Migranten. Wann Wacht Dieses Volk Endlich Auf;459;2123;61329;Berlin, Deutschland;29;2020;7;29;35;150;;#partyundeventszene|#Frankfurt|#Stuttgart|#WannWachtDiesesVolkEndlichAuf;;negative;Migrantenkriminalitaet
Beatrix_vStorch15985309801;Beatrix_vStorch;TRUE;2020-08-27T12:23:00Z;Nanu? Genderneutrale Berlinale-Preise sind dann auch wieder frauenfeindlich? Wieder keine Gender- und Diversitaetsgerechtigkeit? Was genau wollt ihr denn? Fragen ueber Fragen. Einfach nur noch irre... Gender Gaga kannweg;44;241;61329;Berlin, Deutschland;28;2020;8;35;36;156;;#Genderneutrale|#Berlinale|#GenderGaga|#kannweg;;negative;Genderdebatte
Beatrix_vStorch15994588801;Beatrix_vStorch;TRUE;2020-09-07T06:08:00Z;Der BER ist pleite wenn der Steuerzahler nicht mal wieder hunderte Millionen EUR nachschiesst. SPD, CDU, Gruene und die LINKE heissen die Parteien, die dieses Debakel zu verantworten haben. Servicetweet Privat Statt Staat Rot Rot Gruenmussweg Tegel Bleibt;172;634;61329;Berlin, Deutschland;34;2020;9;36;37;157;;#BER|#SPD|#CDU|#Gruene|#LINKE|#Servicetweet|#PrivatStattStaat|#RotRotGruenmussweg|#TegelBleibt;;negative;BER
Beatrix_vStorch16001680201;Beatrix_vStorch;TRUE;2020-09-15T11:07:00Z;Laut der griechischen Polizei sind die fuenf mutmasslichen Brandstifter von Moria Afghanen, deren Asylantraege abgelehnt worden waren. Eine sofortige Abschiebung haette also auch diese Tragoedie verhindert. Die europ. Loesung kann nur Festung Europa heissen.;275;1004;61329;Berlin, Deutschland;34;2020;9;38;37;159;;#Brandstifter|#Moria|#FestungEuropa;;negative;Migrantenkriminalitaet
Beatrix_vStorch16010223601;Beatrix_vStorch;TRUE;2020-09-25T08:26:00Z;DAS werden wir bekaempfen!Das ist nicht bunt u tolerant. Das ist Unterwerfung u dumm.Wenn in Riad zur Einschulung unter Glockengelaeut Grosser Gott wir loben Dich gesungen wird,koennen wir darueber noch mal reden.Sonst nicht Unser Land Unsere Werte Islamisierung Stoppen Tuttlingen;463;1613;61329;Berlin, Deutschland;40;2020;9;39;37;160;;#UnserLand|#UnsereWerte|#IslamisierungStoppen|#Tuttlingen;;negative;Islam
Beatrix_vStorch16022258401;Beatrix_vStorch;TRUE;2020-10-09T06:44:00Z;Das Linksextremisten-Zentrum Liebig34 wird geraeumt. Endlich! Das ist ein Sieg fuer den Rechtsstaat. Ganz Berlin dankt der Polizei. Das kann aber nur der Anfang sein, um den ganzen linksextremen Sumpf trocken zu legen. Von der rigaerstrasse bis Connewitz;134;684;61329;Berlin, Deutschland;39;2020;10;41;38;162;;#Liebig34|#rigaerstrasse|#Connewitz;;positive;Linksextremismus
Beatrix_vStorch16025927401;Beatrix_vStorch;TRUE;2020-10-13T12:39:00Z;Die Gruenen wollen Frauenquote UND freie Selbstbestimmung des Geschlechts. Das zwang mich zur der Frage: gilt die Frauenquote dann auch fuer Maenner, die sich selbst zur Frau erklaert haben? Die Antwort von nicht verpassen! siehe Video im Link;474;1530;61329;Berlin, Deutschland;44;2020;10;42;38;163;😂|👊|😇;#Frauenquote;@BriHasselmann;negative;Genderdebatte
Beatrix_vStorch16034461801;Beatrix_vStorch;TRUE;2020-10-23T09:43:00Z;Nach Thueringen jetzt also auch hoechstrichterlich in Brandenburg: Die Paritaet und damit die Geschlechterapartheid ist tot und das ist auch gut so. Der Staendestaat kannte Gruppenrechte. Das haben wir heute ueberwunden. Gott sei Dank! Frauenquote ist Mittelalter. Meine Rede dazu:;151;717;59829;Berlin, Deutschland;41;2020;10;43;38;164;;#Brandenburg|#Paritaet|#Geschlechterapartheid;;positive;Gleichberechtigung
Beatrix_vStorch16039630801;Beatrix_vStorch;TRUE;2020-10-29T09:18:00Z;Der Allahu Akbar-schreiende Islamist enthauptete in der Basilika Notre-Dame eine 70-jaehrige Frau. Weiterer Mann soll durch Stiche ins Genick getoetet worden sein. Der Buergermeister von Nizza nennt das zurecht Islamo-Faschismus. Nicht verharmlosen: Das hat mit dem Islam zu tun;155;602;61329;Berlin, Deutschland;41;2020;10;44;38;165;;#Nizza;;negative;Islam
Beatrix_vStorch16049988601;Beatrix_vStorch;TRUE;2020-11-10T09:01:00Z;Soso, laut CDU/CSU-BMI findet bei DITIB ein Generationswechsel statt. Wer von den juengeren Funktionstraegern hat denn mal oeffentlich Erdogan kritisiert? Distanziert sich vom politischen Islam? Verteidigt Israels Existenzrecht? Farce Islamkonferenz;74;314;61329;Berlin, Deutschland;32;2020;11;46;39;167;;#DITIB|#Farce|#Islamkonferenz;;negative;DITIB
Beatrix_vStorch16057024801;Beatrix_vStorch;TRUE;2020-11-18T12:28:00Z;Diese Verlogenheit ist unertraeglich: SO sieht es bei der Abstimmung aus, wenn die Abgeordneten Abstandsregeln und noch viel mehr gesetzlich verankern: Abstandsregeln interessieren hier NIEMANDEN Die gelten nur fuer alle anderen. Bevoelkerungsschutzgesetz Covid_19;513;1385;61329;Berlin, Deutschland;34;2020;11;47;39;168;;#NIEMANDEN|#Bevoelkerungsschutzgesetz|#Covid;;negative;Coronamassnahmen
