last_name;first_name;wahlkreis_name;party;bundesland;unemployment_rate;share_pop_migration;username;followers_count;created_at;full_text;favorite_count;retweet_count;label
Beermann;Maik;Nienburg II – Schaumburg;cdu_csu;Niedersachsen;5.9;15.3;MaikBeermann;2609;2018-03-21T10:02:00Z;Facebook muss hier klare Antworten liefern. Darum werden wir am Freitagmorgen in einer Sondersitzung des Ausschusses Digitale Agenda, kritische Fragen stellen. Demokratische Prozesse in solchem Maße zu beeinflussen geht gar nicht! #facebook #CambridgeAnalytica https://t.co/0erdnTDMB5;1;0;negative
Baerbock;Annalena;Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;gruene;Brandenburg;6;6.3;ABaerbock;107693;2018-03-21T12:09:00Z;Der größten globalen Herausforderung, der #Klimakrise, 30 Sek. von 1 Std #Regierungserklärung zu widmen, unterstreicht die größte Leerstelle im #Koalitionsvertrag. Auch sozialpolitisch wird uns das auf die Füße fallen. Unter den Klimafolgen leiden gerade die ärmsten am meisten.;153;39;negative
Freihold;Brigitte;Pirmasens;linke;Rheinland-Pfalz;6.6;13.7;mdb_freihold;784;2018-03-26T14:00:00Z;"Eindrucksvolles Zeichen für Demokratie getrübt durch massiven Polizeieinsatz. ➡️https://t.co/FydSJDPq9q

#Kandel #WirSindKandel https://t.co/Y61oQi7vLy";0;1;positive
Kaiser;Elisabeth;Gera – Greiz – Altenburger Land;spd;Thueringen;8.6;3.1;Kaiser_SPD;1961;2018-03-27T11:12:00Z;Übergriffe und Anfeindungen gegen Juden auf dem #Schulhof sind keine harmlosen Frotzeleien unter Kindern. Es gilt, mehr in politische #Bildung zu investieren, um das Bewusstsein für kulturelle Vielfalt der Kinder- und Jugendlichen zu schärfen. #Antisemitismus #politischeBildung https://t.co/wCTnzcRtTt;3;0;positive
Storch;Beatrix von;Berlin-Mitte;afd;Berlin;9.4;24.1;Beatrix_vStorch;61329;2018-03-28T18:15:00Z;Religionsfreiheit? Lehnt die Kandidatin der FDP denn die Sharia ab, insofern deren rechtsrelevanten Teile Atheisten nahezu alle Rechte absprechen und darin Christen und Juden zu rechtlich zweitklassigen Menschen erklärt werden? #AfD #Kopftuch https://t.co/ZtdHq9theZ;309;94;negative
Storch;Beatrix von;Berlin-Mitte;afd;Berlin;9.4;24.1;Beatrix_vStorch;61329;2018-03-29T13:43:00Z;Deswegen #NoGEZ ! Warum berichtet die Tagesschau nicht mal über den #Warenkorb oder die #HedonistischeMethode , 2 Tricks, mit der denen die  Inflationsrate manipuliert wird?! #AchSo #TeilDesSystems #Volksverdummung! https://t.co/Bea04tXndQ;164;54;negative
Schwabe;Frank;Recklinghausen I;spd;Nordrhein-Westfalen;10.5;20.1;FrankSchwabe;6831;2018-04-01T17:10:00Z;"Ríos #Montt steht für eines der schwärzesten Kapitel von #Guatemala und ganz Lateinamerika. Aber gleichzeitig auch für den Willen der Überlebenden Rechtsstaatlichkeit, Demokratie und #Menschenrechte durchzusetzen und Verbrecher zur Rechenschaft zu ziehen. 
https://t.co/3Xgicwhjmj";1;2;positive
Hänsel;Heike;Tübingen;linke;Baden-Wuerttemberg;3.1;22.4;HeikeHaensel;7921;2018-04-03T17:06:00Z;"Nach der vorschnellen Ausweisung russischer Diplomaten und der Aussage, es gäbe """"""""Fakten und Indizien, die nach Russland weisen"""""""", hat Außenminister #Maas seinen ersten handfesten Skandal produziert, der nicht ohne Folgen bleiben darf #Skripal #Russland 
https://t.co/5jN5TR9TBa";9;10;negative
Bleck;Andreas;Neuwied;afd;Rheinland-Pfalz;5.3;20.6;AndreasBleckMdB;3253;2018-04-04T06:54:00Z;"Die Anzahl der Salafisten in Deutschland wächst zurzeit exponentiell, die Personalkapazitäten des Verfassungsschutzes nur linear. Es ist eine Frage von Zeit, bis die Beobachtung nicht mehr zu gewährleisten ist.
#Salafisten #Verfassungsschutz 
https://t.co/y8my523mnh";12;2;negative
Storch;Beatrix von;Berlin-Mitte;afd;Berlin;9.4;24.1;Beatrix_vStorch;61329;2018-04-04T18:06:00Z;Ist das nicht ein toller Zufall? Für jedes einzelne Ressort waren jeweils immer eine Frau und ein Mann am besten qualifiziert. Toll, oder? Nie 2 Männer oder 2 Frauen. Immer ein Mann und eine Frau. #Quote #garantiert #Qualität https://t.co/TXM3KQjZmT;114;12;negative
Bernhard;Marc;Karlsruhe-Stadt;afd;Baden-Wuerttemberg;4.7;30.5;MarcBernhardAfD;3786;2018-04-05T14:18:00Z;"#Bundeswehr am Ende! Von der Leyen als #Verteidigungsministerin untragbar! Setzt falsche Prioritäten. Anstatt Truppe aufzurüsten und Material zu modernisieren, wird #Schwangerenbekleidung für #Soldatinnen angeschafft. https://t.co/vP9e2zyRtZ
@AfDimBundestag @AlternativeBW https://t.co/HruWGG5jCQ";4;1;negative
Hess;Martin;Ludwigsburg;afd;Baden-Wuerttemberg;3.5;29;Martin_Hess_AfD;6574;2018-04-07T13:08:00Z;"Dieses Staatsversagen muss ein Ende haben. Und die einzigen Maßnahmen, mit denen sich die Sicherheitslage effektiv verbessern ließe, hat die AfD vorgeschlagen: Ausländische #Gefährder sind sofort und ausnahmslos abzuschieben!
https://t.co/M3VcELK1rA";8;2;negative
Gastel;Matthias;Nürtingen;gruene;Baden-Wuerttemberg;3.5;27.1;MatthiasGastel;6477;2018-04-09T04:59:00Z;Im #Güterverkehr gewinnt #Lkw weiter und #Bahn verliert. Das ist auch das traurige Ergebnis verfehlter Verkehrspolitik! Trassenpreise wurden erhöht, Lkw-Maut reduziert. Brauchen jetzt Umsteuern: Trassenpreise runter, digitale Chancen nutzen, Engpässe im Schienennetz beheben! https://t.co/70v3oIRqAC;19;9;negative
Spaniel;Dr. Dirk;Stuttgart I;afd;Baden-Wuerttemberg;5;38.6;DirkSpaniel;3743;2018-04-10T09:50:00Z;"#IS Herrschaft benutzte #Burkas zur #Unterdrueckung von Frauen. Naive #CDU #Ministerin Eisenmann erlaubt Kopftuecher in #Grundschulen? Damit Maedchen frueh Islam Unterdrückung akzeptieren? Keine #Toleranz gegen #Intoleranz!
 https://t.co/9if0sVBjfp https://t.co/w4imfcHMgh";33;22;negative
Bareiß;Thomas;Zollernalb – Sigmaringen;cdu_csu;Baden-Wuerttemberg;3.4;22.3;Thomas_Bareiss;13138;2018-04-11T14:39:00Z;"Deutschland in seiner Vielfalt ist ein wunderschön. Ich freu mich sehr, dass ich als Beauftragter der Bundesregierung für den #Tourismus unsere Heimat &amp; das Reiseland Deutschland vertreten darf. Eine spannende und ehrenvolle Aufgabe für eine wichtige Branche. #SchönesDeutschland";60;6;positive
Magnitz;Frank;Bremen II – Bremerhaven;afd;Bremen;11.1;26.4;Frank_Magnitz;1967;2018-04-12T08:12:00Z;Es bahnen sich katastrophale Folgen der unterirdischen Besetzung des Außenministeriums an. Erst bescherte uns #Maas die Zensur mit dem #NetzDG und jetzt wird er zum Kriegstreiber. #AfD #Syrien  https://t.co/uHMs7NIHE3;24;11;negative
Dağdelen;Sevim;Bochum I;linke;Nordrhein-Westfalen;9.9;23.5;SevimDagdelen;34257;2018-04-13T18:11:00Z;"Wie lange wollen @cducsubt und @spdbt mit Steuergeldern #DITIB noch finanzieren? Unerträglich die Förderung und Kooperation mit dem langen Arm von #Erdogans, das unter dem Deckmantel der Religionsfreiheit reaktionäre, faschistische Politik macht! 
Schluss damit! #Türkei https://t.co/3bRwf0Aa7R";58;35;negative
Hänsel;Heike;Tübingen;linke;Baden-Wuerttemberg;3.1;22.4;HeikeHaensel;7921;2018-04-14T05:26:00Z;Die US-geführten Angriffe auf #Syrien sind völkerrechtswidrig, sie finden statt während Chemiewaffeninspekteure vor Ort sind, um die Vorwürfe zu untersuchen. Internationales Recht erodiert. BuReg muss Angriff verurteilen. Keine Unterstützung! Abzug der #Bundeswehr sofort!;85;59;negative
Kiziltepe;Cansel;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;spd;Berlin;9.4;24.1;CanselK;7155;2018-04-18T12:19:00Z;"Zutiefst erschrocken über den hemmungslosen antisemitischen Angriff in #Berlin. Wenn Juden bei uns zu „Freiwild“ werden, ist das ein Angriff gegen uns alle. #Antisemitismus bekämpfen. Klare Antwort des Rechtsstaates gefragt. #GenugIstGenug #NullToleranz
https://t.co/WW0yz3foAH";35;7;negative
Hess;Martin;Ludwigsburg;afd;Baden-Wuerttemberg;3.5;29;Martin_Hess_AfD;6574;2018-04-20T08:29:00Z;"Neuer Skandal beim #BAMF. Außenstellenleiterin soll unberechtigte Asylanträge positiv beschieden haben. Antragsteller eigens in Bussen herangekarrt. #AfDimBundestag wird dafür sorgen, dass über #Korruption bei @BAMF_Dialog vollumfänglich aufgeklärt wird! 
https://t.co/1uB6NOzjN4";9;4;negative
Kolbe;Daniela;Leipzig I;spd;Sachsen;8.3;8.1;danielakolbe;8158;2018-04-22T08:55:00Z;Wow. Sehr starke Rede von Andrea #Nahles. Konkret und inhaltlich klar. Man merkt ihr die Freude am Gestalten und Begeistern an. Macht Spaß zuzuhören! #SPDerneuern #spdbpt;13;0;positive
Hess;Martin;Ludwigsburg;afd;Baden-Wuerttemberg;3.5;29;Martin_Hess_AfD;6574;2018-04-27T08:58:00Z;"#Gewalt lässt sich nicht in Problemvierteln isolieren. Gewalttäter organisieren sich und greifen Vertreter des Staates an. Der Staat muss auf diese Kriegserklärung hart und konsequent reagieren. #Nulltoleranz für Angriffe auf das staatliche #Gewaltmonopol!
https://t.co/imFqHlKOi3";11;4;negative
Baerbock;Annalena;Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;gruene;Brandenburg;6;6.3;ABaerbock;94139;2018-05-02T04:23:00Z;Wir brauchen eine andere Verkehrspolitik - weg von Benzinern und Diesel, hin zu emissionsarmer Mobilität. Das ist auch eine soziale Frage. Denn unter schlechter Luft leiden die, die sich die Wohnung an der verkehrsberuhigten Straße nicht leisten können. https://t.co/GhIrbSrcYP;213;49;negative
Schielke-Ziesing;Ulrike;Mecklenburgische Seenplatte II – Landkreis Rostock III;afd;Mecklenburg-Vorpommern;10.2;2.6;ulschzi;1660;2018-05-02T13:06:00Z;"Hat sich Frau Özoğuz das neu ausgehandelte Zusammenleben so vorgestellt? Indem unsere Gesetze nicht respektiert und die Vollstreckungsbeamte angegriffen werden?
https://t.co/6TAyhA3BoE
#AfD #AfDimBundestag https://t.co/l6Vl03mbm2";2;0;negative
Höferlin;Manuel;Worms;fdp;Rheinland-Pfalz;5.2;20.3;ManuelHoeferlin;6394;2018-05-04T11:09:00Z;#Datenschutz, #CyberSec, #Netzausbau ... Bei der Digitalisierung gibt es viele Baustellen. Mit der GroKo haben wir zwar kein Ministerium, dafür aber viele Digitalminister. So wird der Wandel nicht gelingen. Darüber habe ich mit @aznachrichten gesprochen: https://t.co/MLainvpwwF;11;2;negative
Hartmann;Sebastian;Rhein-Sieg-Kreis I;spd;Nordrhein-Westfalen;5.2;22.1;sebast_hartmann;6901;2018-05-05T07:07:00Z;Herzlichen Dank an die SPD Rhein-Kreis Neuss für die Einladung gestern. Wir sind gerne vorbeigekommen, um uns und unsere Ideen für die NRWSPD vorzustellen. https://t.co/Ntw9ebF5R6;3;0;positive
Bareiß;Thomas;Zollernalb – Sigmaringen;cdu_csu;Baden-Wuerttemberg;3.4;22.3;Thomas_Bareiss;13138;2018-05-05T09:09:00Z;Die #KarlMarx Bewunderung ist für mich vollkommen unverständlich. Marx ist gutes Beispiel wie schrecklich sich ideologische Gedanken auf Menschen auswirken können. Marx hat viel Leid, Schrecken und Armut in die Welt gebracht. Manche haben aus Geschichte leider nichts gelernt.;169;42;negative
Storch;Beatrix von;Berlin-Mitte;afd;Berlin;9.4;24.1;Beatrix_vStorch;61329;2018-05-06T13:47:00Z;Schön zu sehen, dass #AfDwirkt. Zusätzlich zur Streichung der Entwicklungshilfe: Keine Visa-Erteilung mehr für diese Länder. Aber da kommt Ihr auch noch hin... https://t.co/c53WzBJzs9;537;187;negative
Baerbock;Annalena;Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;gruene;Brandenburg;6;6.3;ABaerbock;107693;2018-05-06T18:02:00Z;Das ist die Leistung von Hunderten Wahlkämpfern und Politikern im Land, die draußen waren und gezeigt haben, dass sie dicht an dem sind, was die Menschen umtreibt. Und im Konkreten beweisen, wie lebensnah grüne Politik ist. #kwsh #kow18 #Kommunalwahl https://t.co/zYCeel8UpS;301;39;positive
Schmidt;Stefan;Regensburg;gruene;Bayern;2.7;18.8;Schmidt_MdB;847;2018-05-08T09:32:00Z;Dobrindts und Seehofers Aussagen sind ein klarer Angriff gegen unseren #Rechtsstaat! Dass vor allem Innenminister Seehofer den Schwächsten aus Zeit- und Kostengründen das Einspruch- und Klagerecht absprechen will, ist mehr als daneben. @BMI_Bund @CSU https://t.co/Ak8TnWv9Zh;2;0;negative
Hänsel;Heike;Tübingen;linke;Baden-Wuerttemberg;3.1;22.4;HeikeHaensel;7921;2018-05-09T09:44:00Z;Bisher hat die Bundesregierung kein klares Zeichen gegen die Ausfälle des US-Botschafters @RichardGrenell gegeben, der über Twitter deutschen Unternehmen wgn. #Iran offen gedroht hat. Grenell muss dafür im @AuswaertigesAmt zu einem Gespräch geladen werden. https://t.co/P1aN5GAbgo;6;5;negative
Sarrazin;Manuel;Hamburg-Bergedorf – Harburg;gruene;Hamburg;7.1;28.3;ManuelSarrazin;5807;2018-05-09T10:54:00Z;Die #Bundesregierung @GermanyDiplo scheint völlig ahnungslos und kann offenbar nicht ausschließen, dass russische Geheimdienste wie #FSB auch die @Telegram Nachrichten deutscher Nutzer ausspionieren wollen https://t.co/N6UmSpn1zv;4;2;negative
Keul;Katja;Nienburg II – Schaumburg;gruene;Niedersachsen;5.9;15.3;KatjaKeul;2145;2018-05-10T12:48:00Z;Spannender Austausch mit @MarkusBickel, Max Weber von @Frieden_geht und Alexander Schudy von Eine Welt Stadt Berlin über konkrete Handlungsmöglichkeiten in Sachen #Rüstungsexporte. Schöne Location und gute Gesprächsatmosphäre! #Abrüstung #Frieden https://t.co/YXS9gRx6SD;4;1;positive
Storch;Beatrix von;Berlin-Mitte;afd;Berlin;9.4;24.1;Beatrix_vStorch;61329;2018-05-15T06:58:00Z;„GroKo steht für Große Kosten.“ @PeterBoehringer in der #Haushaltsdebatte bringt es auf den Punkt. Und der Haushalt ist nicht ausgeglichen. „Es fehlen Ausgaben von mindestens einer Milliarde AM TAG.“ #NachhaltigVerantwortungslos https://t.co/rFdoMpzCeh;117;33;negative
Bartsch;Dr. Dietmar;Rostock – Landkreis Rostock II;linke;Mecklenburg-Vorpommern;8.9;5.5;DietmarBartsch;65116;2018-05-15T08:41:00Z;"Jede #Bundesregierung der letzten Jahrzehnte hat aus der #Familie als Hort der Sicherheit immer mehr zum Risikofaktor gerade für junge Menschen - in Leiharbeit &amp; Befristungen gepresst - gemacht. Und beim #Familiennachzug hält #SchwarzRot die Handbremse angezogen. #TagderFramilie";53;18;negative
Magnitz;Frank;Bremen II – Bremerhaven;afd;Bremen;11.1;26.4;Frank_Magnitz;1967;2018-05-15T13:10:00Z;"Solange die Wiedereinreise abgeschobener Asylanten nicht konsequent verhindert wird, bleibt das unwirksame Symbolpolitik, Kraftmeierei zur Wählerberuhigung.
Zeitgleich nimmt der Bremer #BAMF-Skandal ungeahnte Dimensionen an, #Seehofer als Beihelfer der Anti-Abschiebe-Industrie. https://t.co/RChLqj8jfb";21;12;negative
Riexinger;Bernd;Stuttgart II;linke;Baden-Wuerttemberg;5;38.6;b_riexinger;37381;2018-05-15T16:31:00Z;"""""""""Milliarden für Panzer statt für Kitas"""""""" - so sieht die Prioritätensetzung der #Bundesregierung aus. Statt an der Aufrüstungsspirale mitzudrehen, soll sich die #GroKo lieber um die Menschen hier kümmern! https://t.co/PSgaXQ8nGx";87;32;negative
Hunko;Andrej;Aachen I;linke;Nordrhein-Westfalen;8.2;24.6;AndrejHunko;9259;2018-05-17T11:39:00Z;Übrigens: Die #USA sanktionieren die EU-Energiebeziehungen zu #Russland und #Iran, dafür bieten die EU-Staatschefs ihnen gestern in Sofia an, dass die USA einfacher US-#Fracking #LNG in die EU importieren können... nicht zu fassen. https://t.co/kCDI17MQzX;7;14;negative
Hess;Martin;Ludwigsburg;afd;Baden-Wuerttemberg;3.5;29;Martin_Hess_AfD;6574;2018-05-17T17:21:00Z;"Mit dem EU-Türkei-Deal haben wir einen großen Teil unserer Sicherheit und Wohlstands in die Hände eines unberechenbaren Autokraten gelegt. Wir müssen die #Souveränität zurückgewinnen und die Grenzsicherung wieder in die eigenen Hände nehmen! #Erdogan #AfD
https://t.co/ycVA8jK7nR";24;12;negative
Maier;Jens;Dresden I;afd;Sachsen;7.1;7.3;JensMaierAfD;6108;2018-05-18T05:06:00Z;Die #EU diktiert, Berlin pariert. Der Verbraucher wird im Stich gelassen, die Autoindustrie aufs Spiel gesetzt. Zeit zu handeln - Zeit für die #AfD. #Diesel  Mehr auf: ▶️ https://t.co/Re2z9RIQRt https://t.co/xr2yUIqk5f;17;8;negative
Beermann;Maik;Nienburg II – Schaumburg;cdu_csu;Niedersachsen;5.9;15.3;MaikBeermann;2683;2018-05-21T17:36:00Z;Das ist ja eigentlich schon der Witz an sich. Wird Horst Seehofer sonst reelmäßig für sein Handeln und seine Denke von der @spdbt kritisiert, wird hier tatsächlich so getan, als wäre der #Familiennachzug für #Gefährder eine Idee von Seehofer. Der Komödienstadl geht also weiter... https://t.co/QWTdmD1AdK;13;3;negative
Storch;Beatrix von;Berlin-Mitte;afd;Berlin;9.4;24.1;Beatrix_vStorch;61329;2018-05-22T04:14:00Z;@altenbockum @Junge_Freiheit Nein. Das ist noch so ein fataler Irrtum. Flüchtlinge müssen nicht integriert werden. Vir allem nicht durch aktive u also kostenintensive Maßnahmen unsererseits. Denn sie bleiben nur auf Zeit. Sie bekommen hier Schutz u kehren sobald als möglich heim. #Asylindustrie;3;1;negative
Perli;Victor;Salzgitter – Wolfenbüttel;linke;Niedersachsen;8.1;18.2;victorperli;5426;2018-05-26T06:18:00Z;Ex-Geheimdienstchef Schindler gibt in @SZ zu, dass der BND dazu da ist, es mit Rechtsstaat und Demokratie nicht so genau zu nehmen. Er flog 2016, weil seine Mitarbeiter abhörten, wen sie wollten. Weder er noch Politik konnten kontrollieren. Dank #Snowden wissen wir da Bescheid. https://t.co/XxGJTC2Y5u;51;28;negative
Hollnagel;Dr. Bruno;Herzogtum Lauenburg – Stormarn-Süd;afd;Schleswig-Holstein;4.8;12.7;DrHollnagel;706;2018-05-27T05:04:00Z;Dr. Bruno Hollnagel: Der unheilvolle Gang in die Transfer- und #Haftungsunion durch sogenannte #EU-Vertiefung unter dem Deckmantel von falsch verstandener Solidarität und Harmonisierungsbestrebungen sollte endlich gestoppt werden! https://t.co/y8rSJ2H8dh https://t.co/rqWTY5UwBD;1;0;negative
Hess;Martin;Ludwigsburg;afd;Baden-Wuerttemberg;3.5;29;Martin_Hess_AfD;6574;2018-05-31T08:18:00Z;"Mio-Überweisungen u.a. an Kanzleien unter #BAMF-Außenstellenleiterin, die mit Anwälten bandenmäßig Asylbetrug begangen haben soll. Und die Frau ist noch frei und präsentiert sich als Gutmensch. #Staatsanwaltschaft muss hier handeln und Haftgründe prüfen.
https://t.co/23Qn2mezQD";77;43;negative
Bleck;Andreas;Neuwied;afd;Rheinland-Pfalz;5.3;20.6;AndreasBleckMdB;3076;2018-06-01T04:58:00Z;Verstärkte #Grenzkontrollen werte ich als einen Schritt in die richtige Richtung! Die #AfD setzt sich mit aller Kraft für permanente Grenzkontrollen ein! https://t.co/RrmQoi90LC?;140;38;positive
Beermann;Maik;Nienburg II – Schaumburg;cdu_csu;Niedersachsen;5.9;15.3;MaikBeermann;2683;2018-06-01T06:41:00Z;Ich finde, die junge Polizistin aus #bremen hat sehr mutig und couragiert gehandelt. Dank und Respekt sollten an erster Stelle stehen - sie hat mit ihrem Handeln einem Menschen das Leben gerettet und ihr eigenes aufs Spiel gesetzt @butenunbinnen #Flensburg https://t.co/xfCf9iODYH;9;0;positive
Hess;Martin;Ludwigsburg;afd;Baden-Wuerttemberg;3.5;29;Martin_Hess_AfD;6574;2018-06-01T15:06:00Z;"#Grenzöffnung hat ungeahnte Möglichkeiten für Betrüger und Gesinnungstäter eröffnet. Wer daran in leitender Position teilhatte, trägt Mitverantwortung und kann sich nicht herausreden. Wer welche Schuld hat, muss #Untersuchungsausschuss ans Licht bringen!
https://t.co/a3wf5VJHCd";25;13;negative
Herbst;Torsten;Bautzen I;fdp;Sachsen;6.9;3.2;torstenherbst;2241;2018-06-03T10:30:00Z;Alle diskutieren über Diesel-Pkw, aber niemand über Luftschadstoffe durch #Dieselloks. Im Vergleich zu modernen Pkw sind Loks beim #Feinstaub ziemliche Schmutzfinken. Mehr Elektrifizierung ist nötig! @DerSPIEGEL schreibt auf S. 20 über die Anfrage der @fdpbt an @die_regierung https://t.co/7hSwHRs35d;4;0;negative
Storch;Beatrix von;Berlin-Mitte;afd;Berlin;9.4;24.1;Beatrix_vStorch;61329;2018-06-06T06:46:00Z;Gesetz zur Erhöhung d Parteienfinanzierung soll in einer Woche durchgepeitscht werden. Ca. EINE Stunde nach Vorlage u  lange VOR Überweisung in Innenausschuss, wird es da schon behandelt. Öffentliche Debatte soll maximal verhindert werden. #TaschenVoll #SoSchnellEsGeht;537;289;negative
Baerbock;Annalena;Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;gruene;Brandenburg;6;6.3;ABaerbock;107693;2018-06-07T13:25:00Z;Luise #Amtsberg hat heute alles gesagt,was es zum #Familiennachzug  zu sagen gibt. Wer #Integration will, muss Geflüchteten Perspektiven auf  ein Zusammenleben mit ihren Familien geben. Das #Grundrecht auf Familie darf nicht beschnitten werden. Die #GroKo macht aber genau das. https://t.co/Dii2NWKAkO;115;23;negative
