name_matching;username;available;created_at;full_text;retweet_count;favorite_count;followers_count;location;label
Nils Schmid;nilsschmid;TRUE;2019-07-05 12:23:58;Heute endete meine Armenien-Reise. Trotz großer Herausforderungen gab es seit der „Samtenen Revolution“ im Frühjahr 2018 viele Fortschritte hin zu mehr Demokratie. Es ist deshalb wichtig, dass wir das südkaukasische Land weiterhin bilateral und im Rahmen der EU unterstützen. https://t.co/QKw92kExvJ;1;6;5542;Nürtingen, Baden-Württemberg;positive
Nicole Gohlke;NicoleGohlke;TRUE;2016-06-02 09:34:26;gut, dass #Bundestag #Armenien -Resolution verabschiedet, angreifbar ist das aber wg Nicht-Anerkennung d. deutschen Völkermords in #Namibia;2;8;7509;Berlin | München;positive
Annalena Baerbock;ABaerbock;TRUE;2018-05-02 06:23:53;Wir brauchen eine andere Verkehrspolitik - weg von Benzinern und Diesel, hin zu emissionsarmer Mobilität. Das ist auch eine soziale Frage. Denn unter schlechter Luft leiden die, die sich die Wohnung an der verkehrsberuhigten Straße nicht leisten können. https://t.co/GhIrbSrcYP;49;213;94139;Brandenburg;negative
Fabio De;Fabiodemasi;TRUE;2020-06-25 10:30:46;Das Haftungsprivileg der Wirtschaftsprüfer gehört außerdem endlich reformiert. Dass Olaf Scholz der Finanzaufsicht noch am Montag einen guten Job zu Wirecard bescheinigte, zeugt von völligem Realitätsverlust.;22;114;13822;St. Pauli 🏴‍☠️/;negative
Bernd Riexinger;b_riexinger;TRUE;2018-07-04 09:38:13;Statt viel Geld für #Transitzentren und neuen Milliarden für die #Bundeswehr, sollte die #Bundesregierung Geld in die Hand nehmen und #Fluchtursachen bekämpfen. Stattdessen schafft sie weiter Fluchtgründe und bekämpft Symptome auf dem Rücken Geflüchteter. #Haushalt;24;75;37381;"";negative
Martin Hess;Martin_Hess_AfD;TRUE;2017-12-11 10:47:18;Radikalisierung findet immer öfter in privaten und virtuellen Netzwerken statt. Der Staat muss sich darauf einstellen: salafistische Gefährder überwachen und bei Straftaten abschieben oder längerfristig die Freiheit entziehen! https://t.co/4Wjwe10ckC;2;5;6276;"";negative
Alexander Muller;alexmuellerfdp;TRUE;2020-09-13 17:57:08;Ein wunderbar sonniges Wochenende, um die 🍏-#Ernte einzubringen. Jetzt stehen sieben Tage Berlin an, da muss man jede Stunde ausnutzen. #Obstbauer https://t.co/DF0cPm8BtX;0;10;1314;Niedernhausen, Deutschland;positive
Andreas Bleck;AndreasBleckMdB;TRUE;2018-08-03 10:58:45;Mit #Merkel den CSU-Wahlkampf zu bestreiten, ist wie mit dem Schwarzen Peter zu trumpfen. Die #CSU lässt wirklich keine Gelegenheit aus, ihre Unglaubwürdigkeit offen zur Schau zu stellen. Weiter so! https://t.co/1TU2etu6yc;2;9;3076;Neuwied, Deutschland;negative
Christian Durr;christianduerr;TRUE;2020-05-31 15:29:47;"Und immer noch überweist die Bundesregierung hunderte Millionen Euro an China, als """"Entwicklungshilfe"""". Die Chinesen lachen sich ins Fäustchen. https://t.co/9VzbGn0ulO";13;76;4429;Berlin / Ganderkesee;negative
Agnieszka Brugger;agnieszka_mdb;TRUE;2019-04-04 11:30:42;Super Initiative, super Rede! @W_SK zu unserem Antrag für ein soziales #Europa: Wir brauchen mehr Zusammenhalt in der 🇪🇺, denn nur gemeinsam sind wir stark. Und stärkeres Europa geht nur mit mehr #Zusammenhalt 👏🏼👏🏼👏🏼 https://t.co/fl7QZvzY9S #Solidarität;0;12;10783;"";positive
Benjamin Strasser;bstrasser;TRUE;2020-02-28 15:10:31;"Es waren intensive &amp; arbeitsreiche Jahre seit 2017, aber es war auch eine hochspannende Zeit. Deshalb möchte ich erneut als Bundestagskandidat der @fdp in meinem WK 294 Ravensburg und auf der Landesliste der @fdp_bw kandidieren. Es gibt noch viel zu tun. https://t.co/2o1RWLac2y";3;74;3881;Berg;positive
Wolfgang Stefinger;StefingerMdB;TRUE;2019-01-05 07:58:06;@csu_bt beschließt in #seeon19 Werkswohnungen steuerlich zu begünstigen. Für die Pflegewohnungen in Berg am Laim ein sehr gutes Signal! #wirhandeln;0;1;1373;München, Bayern;positive
Alice Weidel;alice_weidel;TRUE;2020-06-04 11:56:17;#Konjunkturpaket: Die geplante #Mehrwertsteuersenkung ist doppelt zu kurz gesprungen. Der Schritt von 19 auf 16 Prozent ist zu gering, um nachhaltige Wirkung zu entfalten und die Befristung ist erst recht unsinnig. Die #AfD fordert eine dauerhafte Senkung auf 12% bzw. 5%! https://t.co/lLPQHcFPxz;340;1373;107349;Berlin, Deutschland;negative
Niema Movassat;niemamovassat;TRUE;2020-05-11 10:13:49;"(1) Die neue Verachtung gegen die Wissenschaft, die man von #Kubicki, #Laschet und Coronaleugnern hört ist brandgefährlich. 

Da braut sich eine Melange zusammen: Auf der Straße die Leugner, in politischer Verantwortung Leute, die es befeuern und die Ignoranz praktisch umsetzen.";77;401;19359;"";negative
Heiko Maas;HeikoMaas;TRUE;2019-02-24 08:00:00;Wenn Jüdinnen und Juden in Europa wieder Angst haben, ist das beschämend für uns alle. Jeder einzelne Angriff auf sie ist auch eine Attacke auf unsere liberale Demokratie. Jüdisches Leben müssen wir als unverdientes Geschenk betrachten und alles tun, um es bei uns zu schützen. https://t.co/vlre18zcRJ;235;1129;407934;Saarlouis/Berlin;negative
Aydan Ozoguz;oezoguz;TRUE;2019-04-22 20:43:53;Was kann nur Menschen dazu verleiten, eine derart abscheuliche und niederträchtige Tat zu begehen? In einer Kirche, zum religiösen friedlichen Fest zum Mörder zu werden.. Ich trauere mit allen Angehörigen und wünsche #SriLanka, dass sie enger zusammenrücken gegen Hass und Terror. https://t.co/O2RsDGVuZ6;12;60;18914;Hamburg;negative
Oliver Krischer;Oliver_Krischer;TRUE;2020-05-13 20:24:46;Eine Fraktion, die 13 Seiten zu #GreenDeal #Klimaschutz und nachhaltiger Entwicklung beschließt, aber darin nur einmal #ErneuerbareEnergien ganz am Rande erwähnt, hat grundsätzlich etwas nicht verstanden. Mal abgesehen von manch anderem Blödsinn, der da noch drin steht @cducsubt https://t.co/4iJaFMFvcl;17;68;13159;RegionAachen/NRW/Berlin;negative
Paul Ziemiak;PaulZiemiak;TRUE;2020-09-13 16:12:37;Die @CDUNRW_de ist mit Abstand die stärkste Kraft bei der #Kommunalwahl2020. Damit bleibt die #CDU die prägende Kommunalpartei in Stadt und Land. Herzlichen Glückwunsch an alle Wahlkämpferinnen und Wahlkämpfer vor Ort! Ihr habt grandios gekämpft! Vielen Dank für Euren Einsatz!;31;181;37629;Germany;positive
Karl Lauterbach;karl_lauterbach;TRUE;2020-06-07 11:14:48;Bolsonaro ist eine Katastrophe für die Welt. Er überlässt Arme und Alte dem Tod durch Coronavirus und will, dass ihr Schicksal unmenschlich verschwiegen wird. Den Regenwald lässt er abholzen und beschleunigt den Klimawandel für alle Menschen. Er muss weg https://t.co/RRImIXRMZX;1182;8504;268502;Berlin, Deutschland;negative
Konstantin Kuhle;konstantinkuhle;TRUE;2020-10-09 15:03:14;@phoenix_de @fdpbt @fdp Der Ausschnitt ist symptomatisch für die Probleme, wenn man sich bei der FDP für mehr Frauen einsetzt. Die Rede wird verkürzt und mit „#Frauenquote“ versehen. Ich spreche hier aber gerade gegen ein Paritätsgesetz. Differenzierung geht unter. Aufregung auf allen Seiten. Schade.;4;64;25494;Göttingen/Berlin;negative
Anke Domscheit-Berg;anked;TRUE;2020-04-29 20:44:53;"Auf meine Frage, ob die #CoronaApp auch ohne Playstores verfügbar sein wird, gab es ein enttäuschendes: """"nein"""", vielleicht später mal, auf jeden Fall nicht zu Beginn. Apropos: einen neuen Zeitplan gibt es nicht, auch keinen ungefähren. #ContactTracingApp #COVID19de 
/10";11;83;37801;Germany;negative
Michael Roth;MiRo_SPD;TRUE;2020-03-08 09:03:30;"Der #Frauentag  geht vor allem auch uns Männer an. #Geschlechtergerechtigkeit tut allen gut. Kein Kerl muss Angst davor haben, wenn Frauen gleichermaßen mitreden &amp; mitentscheiden wie wir. Denn niemandem wird etwas weggenommen. Wir gewinnen. Und zwar alle. #womensday #MaleAllies https://t.co/qWFiroILKY";12;83;34054;Bad Hersfeld;positive
Dietmar Bartsch;DietmarBartsch;TRUE;2019-05-13 08:03:15;Mich bestürzt die verantwortungsvergessene Leichtigkeit, mit der ein deutscher Politiker postuliert, Bomben auf den #Iran sind möglich, und gleichzeitig abstreitet, dass dadurch mehr Menschen in die #Flucht getrieben werden. Der Nahe Osten ist mahnender Zeuge für das Gegenteil. https://t.co/4IPmTnSy2b;29;108;62978;"";negative
Katja Suding;KatjaSuding;TRUE;2020-09-13 08:53:17;".@MAStrackZi  kennt ihre Stadt &amp; setzt sich schon heute mit Rückgrat für Euch und Eure Interessen ein. Als frühere Bürgermeisterin hat sie gezeigt, dass sie es kann. Jetzt ist es Zeit für den Chefsessel. MASZ ist eine Düsseldorferin für Düsseldorf. #MASZmachts #OBDUS20 #FDPwählen";2;26;12672;Hamburg;positive
Saskia Esken;EskenSaskia;TRUE;2020-07-10 07:12:27;@alexander_jorde @cducsubt Ich finde es nur gerecht, dass die Arbeit insbesondere der Pflegekräfte in Zeiten von Corona durch Prämien anerkannt wird. Mit der gesetzlichen Regelung der Prämien für Altenpflegekräfte haben wir sichergestellt, dass sie nicht auf Kosten der Pflegebedürftigen gezahlt werden.;2;22;77726;Berlin / Nordschwarzwald;positive
Sven Lehmann;svenlehmann;TRUE;2020-06-18 19:30:54;Sie haben es tatsächlich getan: CDUSPDFDP in #Köln verscherbeln einen Teil des Äußeren Grüngürtels und stimmen für die Bebauung der Gleueler Wiese 😡 Dafür müssen sie bei der Kommunalwahl am 13.9. die Quittung bekommen. Ein schwarzer Tag für den Klima- und Umweltschutz! https://t.co/viZrLc3WNj;70;213;14966;Köln/Berlin;negative
Heiko Maas;HeikoMaas;TRUE;2020-08-31 08:21:22;In ihrer größten Krise mit fast 200000 Toten und einem historisch einmaligen wirtschaftlichen Absturz hat die vermeintlich zerstrittene und oft abgeschriebene EU sich und der Welt bewiesen, was Solidarität bedeutet. Habe das bei Botschafterkonferenz in Paris betont. #EuropeUnited https://t.co/Q13EBcQ0xr;52;299;407934;Saarlouis/Berlin;positive
Karl Lauterbach;karl_lauterbach;TRUE;2019-08-10 17:13:56;Prantl hat Recht, die GroKo hat derzeit weder in der Bevölkerung Rückhalt, noch hilft sie den Beteiligten. Sie hält dazu die AfD stark. Der dringend notwendige Neuanfang in Umwelt-, Sozial- und Sicherheitspolitik kommt so nicht. SPD stagniert im Siechtum https://t.co/tI8rCGScAw;27;169;268502;Berlin, Deutschland;negative
Aydan Ozoguz;oezoguz;TRUE;2020-02-24 10:03:46;Sieht nach einem ziemlich guten Ergebnis für die #spdhamburg in meinem Wahlkreis #wandsbek aus. Da freue ich mich schon mal mit unserem Kreischef @ADressel. Wird noch spannend bis heute Nachmittag für die Kandidatinnen und Kandidaten. #Hamburgwahl #HHWahl #SPD https://t.co/kTmnp5lUJ2;3;38;18914;Hamburg;positive
Heiko Maas;HeikoMaas;TRUE;2020-06-14 07:32:26;Europa ist für mich nur Europa, wenn die Grenzen zwischen unseren Ländern offen sind. Als heute vor 35 Jahren #Schengen unterzeichnet wurde, haben wir einen Riesenschritt nach vorne gemacht auf einem Kontinent, der jahrhundertelang von Kriegen beherrscht war. #EuropeUnited;151;1099;407934;Saarlouis/Berlin;positive
Niema Movassat;niemamovassat;TRUE;2020-03-25 15:54:28;Die Lage in #Moria auf #Lesbos ist dramatisch. Die Essensversorgung für Kinder u. Jugendliche ist auf 1000 Kalorien reduziert. Wasser massiv rationiert. Die Menschen sind Angriffe von Faschisten immer mehr hilflos ausgesetzt. HOLT DIE LEUTE DA RAUS! #savethem;195;502;19359;"";negative
Karl Lauterbach;karl_lauterbach;TRUE;2019-11-12 21:00:58;Der Staat hat nicht versagt, im Gegenteil. Er konnte den Anschlag verhindern, die Verbrecher fassen. Der Polizei und den Ermittlern gebührt größter Dank, keine Beschimpfung. Es geht in erster Linie weder um Türken, Mazedonier oder Offenbacher. Nur um hochgefährliche Verbrecher https://t.co/pff43NN5gx;65;1038;268502;Berlin, Deutschland;positive
Alice Weidel;alice_weidel;TRUE;2019-04-04 15:24:09;"+++Schlag ins Gesicht der Demokratie!+++
Der Wähler wird sehr genau beobachten, wie hier mit uns umgegangen wird. Das Verhalten der anderen Parteien ist ganz klar undemokratisch.
Wir sind die größte Oppositionspartei im #Bundestag.
#HarderKühnel #Bundestagsvizepraesidentin #AfD https://t.co/Ctvgs89eW3";814;2750;107349;Berlin, Deutschland;negative
Konstantin Notz;KonstantinNotz;TRUE;2020-08-08 12:48:32;@Puettmann_Bonn @DLF Eine ziemlich verrückte Gruppe von wenigen tausend Leuten zieht mit abwegigen bis abstoßenden Argumenten durch die Gegend und hat null Rückhalt in der Bevölkerung. Berichtenswert daran erscheint vor allem die esoterische bis faschistische Wissenschaftsfeindlichkeit dieser Leute.;2;41;67615;Schleswig-Holstein und Berlin;negative
Sven-Christian Kindler;sven_kindler;TRUE;2020-02-21 19:36:55;"Es ist verheerend, dass Angela #Merkel mit anderen wenigen Staaten hart gegen einen höheren #EU-Haushalt gekämpft hat. Sonst hält die Kanzlerin gerne Reden für mehr #Europa, aber wenn es drauf ankommt, gibt sie die Knauserin. Verantwortungslos. 
#EUBudget #EUCO https://t.co/Ggkp5WFhOr";8;28;15868;Hannover, Deutschland;negative
Karl Lauterbach;karl_lauterbach;TRUE;2019-10-26 20:30:50;Danke an alle, die Nina und mich gewählt haben. Und an alle, die bei den Regionalkonferenzen waren. Die Mitglieder sind der Goldschatz der SPD. Menschen voller Idealismus und Engagement für die Partei. Und auch Glückwunsch an die beiden Gewinnerpaare https://t.co/irqZ3RXyua;32;1146;268502;Berlin, Deutschland;positive
Aydan Ozoguz;oezoguz;TRUE;2019-11-08 11:35:39;Ein sehr emotionaler Termin heute Morgen. Eine bewundernswerte Frau, die sich trotz allem, was ihr angetan wurde, um so viele Differenzierungen und um Klarheit bemüht. Aber auch ihre Ängste offen anspricht. Danke Nadia Murad @NadiaMuradBasee. Und Danke @AuswaertigesAmt https://t.co/PPXf89qQ5b;1;11;18914;Hamburg;positive
Sven Lehmann;svenlehmann;TRUE;2019-09-20 20:00:38;Was ich an @FridayForFuture so wichtig finde: Es geht zuerst um Klimaschutz, ja. Aber es geht auch um Menschenrechte und ein solidarisches Miteinander. Es geht um einen neuen Gesellschaftsentwurf jenseits von Ausbeutung und Gegeneinander. Wir sollten da sehr genau hinhören.;29;276;14966;Köln/Berlin;positive
Saskia Esken;EskenSaskia;TRUE;2020-03-13 18:41:11;"@LebenmitLiebe @Not1Proud @torsten_hautnah @NowaboFM „Die Wirtschaft“, das sind Selbständige und kleine, mittlere und große Unternehmen und ihre Beschäftigten, die die Folgen dieser Pandemie ziemlich unverschuldet trifft.

Das „Symbol“ hilft einigen besonders schutzbedürftigen Menschen ganz konkret, und darüber bin ich froh.";0;15;77726;Berlin / Nordschwarzwald;positive
Alice Weidel;alice_weidel;TRUE;2020-07-21 08:00:57;"#Merkel betreibt einmal mehr Europapolitik gegen die Interessen der deutschen Bürger und Steuerzahler, um sich als """"große Europäerin"""" feiern zu lassen. Rechts- und Verfassungsbruch wird in Kauf genommen. Merkel und #Macron sind die Totengräber der Demokratie in #Europa! #EUGipfel https://t.co/qizNdWpjAD";762;2601;107349;Berlin, Deutschland;negative
Katrin Goring-Eckardt;GoeringEckardt;TRUE;2020-10-02 09:11:03;Dem ist nur hinzuzufügen: @Ka_Meier zeigt hier, dass es eine junge, selbstbewusste Generation Ost gibt, die europäisch tickt, die Vielfalt lebt, Vergangenheit mit nimmt und in Zukunft wandelt. So kann man und frau stolz sein. Danke dafür, Frau Staatsministerin https://t.co/bx3LggESyI;7;42;169508;"";positive
Sven Lehmann;svenlehmann;TRUE;2020-08-26 07:32:48;Die #Wahlrechtsreform ist erneut ein Beweis dafür, wie kraftlos + unambitioniert die GroKo ist. Statt mutiger Schritte werden ein paar Ausgleichsmandate reduziert + ansonsten eine Reform auf die nächste Wahlperiode verschoben. Wir brauchen aber JETZT eine Lösung! @BriHasselmann https://t.co/IQTI2MwGAj;9;42;14966;Köln/Berlin;negative
Marie-Agnes Strack-Zimmermann;MAStrackZi;TRUE;2020-09-09 13:15:03;"1/x: Meine Damen &amp;Herren, Sie sehen an Herrn Breuer hier ein Paradebeispiel dafür, wie Hetze, Halbwahrheiten &amp; Lügen politischen Diskurs insbesondere auf Twitter vergiften. Denn was nicht ins eigene Weltbild passt, darf nicht sein. Insbesondere im Wahlkampf. Nun zum Inhaltlichen: https://t.co/1hH55k8HBa";159;1259;17213;Düsseldorf & Berlin;negative
Karamba Diaby;KarambaDiaby;TRUE;2019-10-23 11:39:35;"Mit u.a. Ministerin Giffey und Staatssekretärin @Moebbeck habe ich gestern an die Opfer in #Halle gedacht. Wir haben viele Gespräche geführt: Ich sah bei den Hallenser*innen keine Resignation, sondern ein starkes Mitgefühl &amp; den  Wunsch nach Zusammenhalt. Das gibt mir Kraft. https://t.co/ITpJrngFXg";10;94;49860;Halle (Saale);positive
Lars Klingbeil;larsklingbeil;TRUE;2020-08-16 08:47:16;Freitag war ich in NRW unterwegs um ein wenig bei der Kommunalwahl zu unterstützen. Hat Spaß gemacht! Geht am 13. September alle wählen und ich hätte da einen Tipp wo ihr das Kreuz gut machen könnt! #SPD #NRWSPD https://t.co/9FVRkgw0BR;13;123;71386;Munster, Niedersachsen, D;positive
Marie-Agnes Strack-Zimmermann;MAStrackZi;TRUE;2020-02-24 14:21:27;@ms_pieper Der Vorwurf von Lars Klingbeil ist in jeder Hinsicht daneben und falsch. Was in Thüringen passiert ist, ist ein unentschuldbares Desaster. Meine KollegInnen und ich haben uns klar positioniert. Aber dafür jetzt alle Liberalen in Mithaftung zu nehmen, ist absurd. Gerade bzgl. #HH.;2;20;17213;Düsseldorf & Berlin;negative
Frank Pasemann;Frank_Pasemann;TRUE;2019-10-20 10:53:10;Linke Kravallisten wie @jonas_fedders nennen sich Journalisten. Ihre Agenda ist Provokation und Denunziation. Wenn #Kubitschek, die Mitarbeiter und Gäste von @antaios belästigt werden, dann ist das vieles, aber kein Journalismus. Die Polizei erklärt es ihm vergeblich! #fbm19 @AfD https://t.co/sh4N8u8mCu;59;171;12090;Mitteldeutschland;negative
Beatrix Storch;Beatrix_vStorch;TRUE;2020-10-23 11:43:16;Nach Thüringen jetzt also auch höchstrichterlich in #Brandenburg: Die #Parität und damit die #Geschlechterapartheid ist tot und das ist auch gut so. Der Ständestaat kannte Gruppenrechte. Das haben wir heute überwunden. Gott sei Dank! Frauenquote ist Mittelalter. Meine Rede dazu: https://t.co/EQMOFkLNMi;151;717;59829;Berlin, Deutschland;positive
Paul Ziemiak;PaulZiemiak;TRUE;2020-09-25 13:20:20;Schulen sind auch Orte der Herzens- und Charakterbildung. Unser Parteifreund Walter #Lübcke hatte Herz und Charakter. Er wurde von einem Rechtsradikalen ermordet, weil er für andere einstand. Ein starkes Zeichen, dass die Schule in #Wolfhagen jetzt seinen Namen trägt. Danke! https://t.co/hJmsWz2rvo;21;147;37629;Germany;positive
Oliver Krischer;Oliver_Krischer;TRUE;2020-02-07 23:57:48;Es läuft wie immer: Wenn es konkret wird, interveniert die #Bundesregierung in Brüssel allen Bekenntnissen zum Trotz GEGEN ambitionierten #Klimaschutz. Genau wegen dieser Politik hatten wir den wärmsten Januar und in der #Antarktis gerade über 18 Grad C https://t.co/bUx1kOkdTL;177;516;13159;RegionAachen/NRW/Berlin;negative
Konstantin Kuhle;konstantinkuhle;TRUE;2020-05-06 08:53:57;Bonhoeffer wurde am 9. 4. 1945 ermordet. Anne Frank wenige Wochen zuvor. Vielen Menschen wäre der Tod erspart geblieben, wenn Nazi-Deutschland “seine Gestaltungsmöglichkeit” ein paar Wochen früher verloren hätte. Die AfD steht in der Tradition der dunkelsten Stunde Deutschlands. https://t.co/YRuydbfWyE;252;1551;25494;Göttingen/Berlin;negative
Anke Domscheit-Berg;anked;TRUE;2020-09-07 19:19:24;Niemand wird wohl im Ernst glauben, dass #Assange einen fairen Prozess bekäme. Hier soll ein Exempel statuiert werden, um Journalist:innen, Publizist:innen u ihre Quellen einzuschüchtern. Ein Präzedenzfall, der die Pressefreiheit an ihrem Fundament angreift. Das darf nicht sein!;15;62;37801;Germany;negative
