name_matching;username;available;created_at;full_text;retweet_count;favorite_count;followers_count;location;topic;label;from;to
Sven-Christian Kindler;sven_kindler;TRUE;2020-10-09T10:34:13Z;Anfrage von mir zeigt  Zahl der Gleisanschluesse bei Unternehmen in Niedersachsen geht zurueck. Das ist fatal fuer die Verkehrswende fuer die Verkehrswende und die Verlagerung auf die Schiene. Der Bund ist hier gefragt und muss die Unterstuetzung ausweiten.  @noz_de;2;7;15868;Hannover, Deutschland;Verkehrswende;negative;120;132
Britta Hasselmann;BriHasselmann;TRUE;2020-10-09T12:08:51Z;Wem wollen CDU, CSU und SPD eigentlich erzaehlen, dass ihre Wahlrechtsreform etwas bringe? Sie sollten zu den Buerger*innen ehrlich sein und eingestehen, dass sie mit der Reform voellig gescheitert sind. Ihr Gesetz ist grottenschlecht. Der Bundestag wird wohl weiter wachsen.;39;127;19171;Bielefeld/Berlin;Wahlrechtsreform;negative;61;76
Gregor Gysi;GregorGysi;TRUE;2020-04-09T07:46:07Z;Pfleger/innen leisten eine harte Arbeit und werden schlecht bezahlt. Das geht ueberhaupt nicht. Wenn wir das Problem loesen wollen, muessen wir erst einmal den Wert dieser Arbeit erhoehen. Da gehts auch nicht um 5 oder 10  Prozent mehr Lohn, da gehts um eine Verdopplung. @ZDF;516;2156;380684;Platz der Republik, Berlin;Pfleger/innen;negative;1;13
Jan Korte;jankortemdb;TRUE;2020-08-18T08:36:36Z;In Deutschland landen pro Jahr 11 Mio. Tonnen Essen auf dem Muell  fast eine LKW-Ladung pro Minute. Trotzdem wird Containern weiterhin als Straftat geahndet. Eine Ungerechtigkeit sondergleichen! Wenn das @BVerfG nicht entscheiden moechte, muss die Koalition endlich handeln!;35;181;24657;"";Containern;negative;115;124
Beatrix Storch;Beatrix_vStorch;TRUE;2019-11-02T08:05:17Z;Dieser Nazi schreibt beim Spiegel. Er will Menschen wegen ihrer Meinung aechten, ausgrenzen, klein halten (?)... der Phantasie den freien Lauf. Da faellt dem geneigten Linksfaschisten schon was ein. Man fasst es einfach nicht. Was fuer eine erbaermliche Figur.;563;2029;59829;Berlin, Deutschland;Spiegel;negative;27;33
Ralph Brinkhaus;rbrinkhaus;TRUE;2020-06-17T17:38:52Z;Vielen Dank an die Bundespolizei, nicht nur fuer den hohen persoenlichen Einsatz jeden Tag, sondern auch dafuer, dass wir heute einen Blick hinter die Kulissen werfen durften. Wir als @cducsubt stehen an der Seite der Bundespolizei und der 41.000 Polizistinnen und Polizisten!;14;127;19426;Gütersloh;Bundespolizei;negative;20;32
Sven Lehmann;svenlehmann;TRUE;2019-10-18T12:12:52Z;Der Bundestag debattiert gerade die Entschaedigung von Opfern von Gewalttaten. AfD-Mann Sichert nennt dieses Gesetz Blutgeld und hetzt bei seiner Rede gegen Muslime. Die Opfer sind der AfD egal, Menschen generell sind ihnen egal. Diese Partei ist eine Schande!;114;658;14966;Köln/Berlin;AfD;negative;80;82
Aydan Ozoguz;oezoguz;TRUE;2020-03-04T10:30:56Z;Bin total erschuettert. Weiss noch nicht viel ueber Hintergruende, aber ich moechte den Angehoerigen meine tiefe Anteilnahme aussprechen. Unsere Polizei macht eine so wichtige Arbeit fuer uns alle. Es ist unfassbar mit welcher Brutalitaet sich Menschen zu verhalten bereit sind.;1;13;18914;Hamburg;Polizei;negative;146;152
Konstantin Notz;KonstantinNotz;TRUE;2020-05-03T08:55:47Z;Der Gruene Laenderrat ist voll gelungen. Danke an die ganze BGSchSt  Man merkt der Berichterstattung aber deutlich an: die Journalist:innen vermissen regulaere Parteitage - das Quatschen in den Gaengen, die Atmosphere in der Halle, das ganze Drum und Dran. Das geht mir genau so.;9;76;67615;Schleswig-Holstein und Berlin;Laenderrat;positive;12;21
Marie-Agnes Strack-Zimmermann;MAStrackZi;TRUE;2020-08-29T21:55:25Z;Nicht nur viel zu wenig PolizistInnen, die sich Irren,Nazis  Verschwoerern unter grossem persoenlichen Einsatz in Weg stellen mussten, wurden straeflich im Stich gelassen. Es wurden auch unertraegliche Bilder am Herz unserer Demokratie zugelassen, die niemals haetten entstehen duerfen.;9;115;17213;Düsseldorf & Berlin;PolizistInnen;negative;25;37
Norbert Rottgen;n_roettgen;TRUE;2020-02-04T10:01:37Z;Assads Truppen, unterstuetzt von RUS  Iran, haben eine erbarmungslose Offensive auf Idlib gestartet. RUS bombardiert Zivilisten. Wer kann, ist geflohen. Wir erleben die schlimmsten Kriegsverbrechen  Putin beweist einmal mehr: Alles was er in der Region kann  will, ist Krieg.;55;174;31494;Berlin / Rhein-Sieg-Kreis II;Putin;negative;200;204
Saskia Esken;EskenSaskia;TRUE;2020-07-07T04:24:39Z;Wenn ich sage: ... wuerde ich es sehr begruessen, wenn (wir) all denen, die ... ein soziales Dienstjahr leisten wollen, auch einen Platz (anbieten) und daraus entsteht die Meldung SPD-Chefin offen fuer Pflichtjahr im Dienst der Allgemeinheit, dann ist was schiefgelaufen, oder?;400;6350;77726;Berlin / Nordschwarzwald;Dienstjahr;negative;94;103
Britta Hasselmann;BriHasselmann;TRUE;2020-08-23T21:21:35Z;Was fuer einen Mut und eine Kraft die  Menschen in Belarus haben, trotz dieser massiven Drohungen des Machtapparats von Lukaschenko sind es so viele Menschen, die fuer Freiheit und Demokratie streiten. Bewundernswert und ich habe tiefen Respekt fuer sie.;2;29;19171;Bielefeld/Berlin;Belarus;positive;52;58
Katrin Goring-Eckardt;GoeringEckardt;TRUE;2020-10-22T07:30:53Z;Swetlana Tichanowskaja fuehrt die demokratische Opposition in Belarus an. Sie  viele weitere Frauen gehen fuer ihren mutigen Protest unerschuettert auf die Strasse. Was fuer ein Vorbild! Zum 20. Jahrestag der Resolution1325 gilt: Ohne Frauen kein Frieden. @SHEcurity20 SHEcurity;8;71;169508;"";Tichanowskaja;positive;10;22
Heiko Maas;HeikoMaas;TRUE;2019-11-09T07:58:36Z;Vor dreissig Jahren fiel die Berliner Mauer. Doch sie fiel nicht einfach  sie wurde zu Fall gebracht. Sie wurde eingerissen von den vielen mutigen Menschen in Ostdeutschland, deren Hunger nach Freiheit und Gerechtigkeit staerker war als alle Zaeune und Mauern. Danke! mauerfall30;51;337;407934;Saarlouis/Berlin;Ostdeutschland;positive;160;173
Sven-Christian Kindler;sven_kindler;TRUE;2020-06-29T14:31:26Z;Ach, guck an. Unter 2 gibt die Bundesregierung zu, dass der Bund bei der Lufthansa einen schlechten Deal gemacht hat. Mit den vielen Miliarden haette man deutlich mehr als nur 20 Prozent der Anteile erhalten muessen. Aber neoliberale Ideologie war der Regierung wichtiger  @derspiegel;10;44;15868;Hannover, Deutschland;Lufthansa;negative;74;82
Martin Schulz;MartinSchulz;TRUE;2019-10-15T06:28:39Z;"Die Drohung von Erdogan, die Fluechtlingsvereinbarung mit der EU aufzukuendigen, ist zynisch und darf nicht als Grund herhalten sein Verhalten zu tolerieren. Das Leid von Menschen mit dem Leid anderer Menschen aufzuwiegen ist unmenschlich; es ist Erpressung auf niedrigstem Niveau.";26;115;685864;"";Erdogan;negative;17;23
Karl Lauterbach;karl_lauterbach;TRUE;2019-03-16T09:53:42Z;So einen Unsinn liest man nur sehr selten. Bild veroeffentlicht die Morde des Terroristen um AUFLAGE zu machen. Nichts sonst. Es ist unsolidarisch anderen Zeitungen gegenueber, weil nur damit es solche Bilder gibt, wird der Terror begangen. Wir sollten den Dreck nicht zeigen.;131;730;268502;Berlin, Deutschland;Bild;negative;44;47
Britta Hasselmann;BriHasselmann;TRUE;2020-02-20T07:22:03Z;Wer mit der AFD im Bundestag,in Landesparlamenten oder vor Ort konfrontiert ist,kennt die Demokratieverachtung,den Hass,die Hetze,den Rassismus u.die Menschenfeindlichkeit,die aus so vielen Reden von AFDlern spricht.Die Maske der AFD ist laengst gefallen.;4;48;19171;Bielefeld/Berlin;AFD;negative;13;15
Niema Movassat;niemamovassat;TRUE;2020-05-25T14:10:41Z;Diese Zeitung ist ein Organ der Niedertracht. Es ist falsch, sie zu lesen. Jemand, der zu dieser Zeitung beitraegt, ist gesellschaftlich absolut inakzeptabel. Es waere verfehlt, zu einem ihrer Redakteure freundlich oder auch nur hoeflich zu sein. Max Goldt BILD CoronaVirusDE;19;97;19359;"";BILD;negative;258;261
Jens Spahn;jensspahn;TRUE;2020-02-06T12:10:26Z;Der Handschlag mit Hoecke ist ein fatales Signal. Es darf keine Regierung geben, die von diesem Radikalen abhaengt. Ein geordneter Prozess zu Neuwahlen ist der richtige Weg nach vorn. All unsere Energie muss jetzt darauf zielen, das Vertrauen in die demokratische Mitte zu staerken.;62;586;186823;Berlin;Hoecke;negative;20;25
Karl Lauterbach;karl_lauterbach;TRUE;2019-12-06T18:58:26Z;Versagen beim Klimaschutz kann man nur verbergen, wenn man die Wirkung der Massnahmen nicht untersucht. Den Weg geht Scheuer jetzt. Das darf die SPD nicht mittragen. Weder die Auto-Krise noch der Klimaschutz kommen so weiter. Scheuer wird zum GroKo-Problem;86;354;268502;Berlin, Deutschland;Klimaschutz;negative;15;25
Karl Lauterbach;karl_lauterbach;TRUE;2020-01-29T23:33:27Z;Gauland hat nicht nur respektlos bei der Rede des israelischen Praesidenten gesessen. Seine Fraktion hat den Beifall verweigert, besonders als es bei Steinmeier um neue Gefahren des Nationalsozialismus in Deutschland ging. Da schien sich die AfD, zu Recht, angesprochen zu fuehlen;367;2872;268502;Berlin, Deutschland;AfD;negative;243;245
Karl Lauterbach;karl_lauterbach;TRUE;2019-04-24T19:26:33Z;Man muss weder Schwuler noch gegen den Islam sein um diese Barbarei zu verurteilen. Steinzeit-Islam der Scharia ist aber weder repraesentativ noch der Grund fuer die homophobe Kultur der Unterdrueckung in Brunei. Wenn das Land die Menschenrechte nicht achtet muessen wir Druck machen;23;165;268502;Berlin, Deutschland;Brunei;negative;206;211
Oliver Krischer;Oliver_Krischer;TRUE;2019-06-22T00:32:32Z;Klasse! Die FridaysForFuture haben heute mit 40.000 Teilnehmer*innen die groesste Demo aller Zeiten in der langen Geschichte von Aachen auf die Beine gestellt - bunt, kreativ, europaeisch. Die Botschaft von FFFgoesAachen AC2106 ist klar: Macht endlich ernst mit Klimaschutz;23;132;13159;RegionAachen/NRW/Berlin;FridaysForFuture;positive;13;28
Sahra Wagenknecht;SWagenknecht;TRUE;2020-09-08T12:33:28Z;Warum soll die EU kein Gas aus Russland beziehen duerfen waehrend die USA eine Rekordmenge an Oel aus Russland importiert? BuReg darf auf diese Heuchelei von Trump nicht hereinfallen. Fracking-Gas aus den USA ist eine teure und umweltschaedliche Alternative!;392;1551;443004;Düsseldorf/Berlin;Fracking-Gas;negative;185;196
Annalena Baerbock;ABaerbock;TRUE;2018-01-11T07:10:39Z;Habe mir das #GroKo-Sondierungspapier zu #Klima nochmal genau angeschaut. Krass: De facto wird sogar das Kyoto-Protokoll, der Meilenstein der #Klimadiplomatie fuer nichtig erklaert! Frau #Merkel, das geht so nicht! Nachbessern! #kohleausstieg;111;233;107693;Brandenburg;Klima;negative;43;47
Annalena Baerbock;ABaerbock;TRUE;2018-03-14T06:20:49Z;Auch weltweit sieht man, dass Angela #Merkel s #GroKo 3.0 nicht klimatauglich ist, sondern vielmehr das Pariser Abkommen unterlaeuft. Auch aussenpolitisch fatal. Daher Klimasofortprogramm jetzt auflegen!;24;96;107693;Brandenburg;klimatauglich;negative;65;77
Annalena Baerbock;ABaerbock;TRUE;2018-03-21T12:09:57Z;Der groessten globalen Herausforderung, der #Klimakrise, 30 Sek. von 1 Std #Regierungserklaerung zu widmen, unterstreicht die groesste Leerstelle im #Koalitionsvertrag. Auch sozialpolitisch wird uns das auf die Fuesse fallen. Unter den Klimafolgen leiden gerade die aermsten am meisten.;39;153;107693;Brandenburg;Klimakrise;negative;46;55
Annalena Baerbock;ABaerbock;TRUE;2018-06-07T13:25:59Z;Luise #Amtsberg hat heute alles gesagt,was es zum #Familiennachzug zu sagen gibt. Wer #Integration will, muss Gefluechteten Perspektiven auf ein Zusammenleben mit ihren Familien geben. Das #Grundrecht auf Familie darf nicht beschnitten werden. Die #GroKo macht aber genau das.;23;115;107693;Brandenburg;Integration;negative;88;98
Annalena Baerbock;ABaerbock;TRUE;2018-09-18T16:07:20Z;#Maassen nun also rechte Hand von #Seehofer. Es gibt nicht genug Adjektive um das Drama dieser Grossen Koalition zu beschreiben. Aber ehrlich gesagt, mach ich mir nach heute einfach nur noch mehr Sorgen um die Zukunft unserer Demokratie. Umso mehr gilt: #WhenTheyGoLowWeGoHigh;355;1856;107693;Brandenburg;Koalition;negative;104;112
Annalena Baerbock;ABaerbock;TRUE;2018-11-30T15:07:52Z;Ob Kohleausstieg, CO2-Preis, Verkehrswende oder die Einhaltung eigener CO2-Minderungsziele. Beim #Klimaschutz hakt es in Deutschland an allen Ecken und Enden. Das muss sich dringend aendern. #COP24;26;126;107693;Brandenburg;Klimaschutz;negative;99;109
Annalena Baerbock;ABaerbock;TRUE;2019-03-01T20:35:53Z;@haenel_kh , Natascha Nicklaus + @NoraSzasz1 kaempfen fuer etwas das groesser ist als ein Bulletpoint auf ihrer Praxis Website. Sie kaempfen fuer das #Selbstbestimmungsrecht von uns Frauen. Dafuer gibts zu Recht den #AnneKleinFrauenpreis der @boell_stiftung #Trustwomen #wegmit219a;7;59;107693;Brandenburg;Frauen;positive;183;188
Annalena Baerbock;ABaerbock;TRUE;2019-05-24T12:55:26Z;Danke #FridaysForFuture. Das ist die groesste Klimabewegung aller Zeiten. Jung und Alt in ueber 300 Staedten Deutschlands auf der Strasse. #KlimaWahl #VoteForClimate #Europawahl2019 #Klimaschutz #JugendAendertEuropa;92;659;107693;Brandenburg;Klima;positive;47;51
Annalena Baerbock;ABaerbock;TRUE;2019-05-30T09:05:00Z;Inferno in #Idlib : Helfer, die mit Blut ueberstroemte Kinder aus den Truemmern ziehen, die Augen aufgerissen, der Blick starr vor Entsetzen. Die Welt hat uns aufgegeben. Eine Schande fuer uns alle.;299;680;107693;Brandenburg;Idlib;negative;13;17
Annalena Baerbock;ABaerbock;TRUE;2020-02-22T10:06:30Z;#SayTheirNames Wir trauern um Ferhat Uenver Mercedes Kierpacz Sedat Guerbuez Goekhan Gueltekin Hamza Kurtović Kalojan W. Vili V. Păun Said N. Hashemi Ein neuntes Opfer die bei dem rassistischem Anschlag in #Hanau aus ihrem Leben gerissen wurden. Ebenso seine Mutter, Frau Rathjen;90;507;107693;Brandenburg;Hanau;negative;208;212
Annalena Baerbock;ABaerbock;TRUE;2020-03-12T15:19:38Z;Humanitaet und Ordnung: Das bedingt einander. Das sehen wir nicht nur auf #Lesbos, das sehen wir ueberall an der griechisch-tuerkischen Grenze. Wer zentrale Grundrechte ausser Kraft setzt produziert Chaos, statt geordneter Verfahren. #Griechenland #Tuerkei;61;374;107693;Brandenburg;Grenze;negative;137;142
Annalena Baerbock;ABaerbock;TRUE;2020-07-11T08:19:21Z;Erinnerung an #Srebrenica - kaum zu ertragen. Ein Voelkermord mitten in Europa, jahrelange Verbrechen gegen die Menschlichkeit, ethnische Saeuberung, Vergewaltigung als Kriegswaffe ... #Srebrenica25YearsOn Mahnung fuer uns alle.;83;405;107693;Brandenburg;Srebrenica;negative;16;25
Annalena Baerbock;ABaerbock;TRUE;2020-11-11T11:55:58Z;Unglaubliche Strafrechtsverschaerfungen in #Belarus , um friedliche Demonstranten zu inhaftieren und im wahrsten Sinne des Wortes mundtot zu machen. Die EU muss auf allen Ebenen aktiv werden - gerade auch ggue dem Kreml, d diese massiven Menschenrechtsverletzungen stuetzt.;38;197;107693;Brandenburg;Menschenrechtsverletzungen;negative;239;264
Annalena Baerbock;ABaerbock;TRUE;2020-11-22T15:41:29Z;Stolz wie Bolle auf unser neues Grundsatzprogramm. Leidenschaftliche Debatten mit Herz Verstand - so haben wir unser Wertefundament fuer das naechste Jahrzehnt geschaffen. Was fuer eine Arbeit von so vielen. Danke, dass wir gemeinsam diesen Parteitag digital gewagt haben. #dbdk20;82;1054;107693;Brandenburg;Parteitag;positive;242;250
Angelika Glockner;A_Gloeckner;TRUE;2019-10-11T11:16:51Z;Es ist die richtige Entscheidung Abiy Ahmed mit dem Friedensnobelpreis auszuzeichnen. Er hat es geschafft Voelker zu versoehnen und damit einen wichtigen Beitrag fuer Weltfriede und Humanitaet geleistet. #aethiopien #hungersnotbekaempfen #Friedensnobelpreis;0;3;1059;Südwestpfalz, Rheinland-Pfalz;Friedensnobelpreis;positive;53;70
Martin Sichert;AfDNbg;TRUE;2019-03-08T07:37:32Z;Malys neuerliche Behauptung, dass Nuernbergs Sicherheit besser geworden sei, ist unglaubwuerdig. Die zunehmende Anzahl an #Wohlstandssuchenden werden wohl kaum zu Heiligen mutiert sein. #Fluechtlinge #Migranten;0;0;1630;Nürnberg, Bayern;Migranten;negative;202;210
Martin Sichert;AfDNbg;TRUE;2019-05-06T14:41:33Z;Die Industrie ist da nun nicht ganz zu verstehen. Vor 3 Jahren hat die noch Refugees Welcome gerufen und heute beschwert die sich, dass kein Geld fuer Investitionen da ist. Nee, nee wo soll das noch hinfuehren.😕;0;1;1630;Nürnberg, Bayern;Refugees;negative;77;84
Martin Sichert;AfDNbg;TRUE;2019-06-09T10:49:31Z;@tagesthemen Und #ARD soll wirklich noch mehr Geld bekommen??? #GEZ Ich verrate ihnen was. Der Qualitaetsmangel bei den #GEZ Medien liegt nicht am Geld, sondern am Personal. Nein, lassen Sie es stecken, kostet nichts.;0;1;1630;Nürnberg, Bayern;Medien;negative;126;131
Andreas Scheuer;AndiScheuer;TRUE;2019-12-13T08:26:13Z;#Klimaschutz sorgt fuer neue Arbeitsplaetze in den Regionen. Regionalbusse, Lkw, Gabelstapler Autos tanken u.a. in #Landshut bald #Wasserstoff rein aus erneuerbaren Energien - vor Ort hergestellt! Herzlichen Glueckwunsch an alle 16 #H2-Regionen in Deutschland. #HyLand #HyBayern;5;32;59399;Passau / Berlin;Klimaschutz;positive;2;12
Andreas Bleck;AndreasBleckMdB;TRUE;2017-11-16T15:33:55Z;Peinlich fuer die Gruenen: Einige dieser Staaten, die den #Kohleausstieg wollen, setzen auf die Kernenergie. Entscheidet euch endlich! Ein gleichzeitiger Ausstieg aus der fossilen Energie und Kernenergie ist auf absehbare Zeit nicht moeglich!;38;108;3253;Neuwied, Deutschland;Kohleausstieg;negative;60;72
Andreas Bleck;AndreasBleckMdB;TRUE;2018-01-19T07:39:49Z;Die CDU/CSU-Fraktion praesentiert sich mit ihrem Antrag zur Aenderung des Aufenthaltsgesetzes als Loesung des Problems Fluechtlingskrise. Ein Problem, dass es ohne #CDU und #CSU gar nicht gegeben haette!;35;145;3253;Neuwied, Deutschland;Fluechtlingskrise;negative;120;136
Andreas Bleck;AndreasBleckMdB;TRUE;2018-04-04T06:54:53Z;Die Anzahl der Salafisten in Deutschland waechst zurzeit exponentiell, die Personalkapazitaeten des Verfassungsschutzes nur linear. Es ist eine Frage von Zeit, bis die Beobachtung nicht mehr zu gewaehrleisten ist. #Salafisten #Verfassungsschutz;2;12;3253;Neuwied, Deutschland;Salafisten;negative;16;25
Andreas Bleck;AndreasBleckMdB;TRUE;2018-08-03T08:58:45Z;Mit #Merkel den CSU-Wahlkampf zu bestreiten, ist wie mit dem Schwarzen Peter zu trumpfen. Die #CSU laesst wirklich keine Gelegenheit aus, ihre Unglaubwuerdigkeit offen zur Schau zu stellen. Weiter so!;2;9;3253;Neuwied, Deutschland;Merkel;negative;6;11
Andrej Hunko;AndrejHunko;TRUE;2018-05-17T11:39:38Z;Uebrigens: Die #USA sanktionieren die EU-Energiebeziehungen zu #Russland und #Iran, dafuer bieten die EU-Staatschefs ihnen gestern in Sofia an, dass die USA einfacher US-#Fracking #LNG in die EU importieren koennen... nicht zu fassen.;14;7;9259;Germany;USA;negative;17;19
Andrej Hunko;AndrejHunko;TRUE;2018-06-27T10:49:27Z;Der Bundesinnenminister nennt private Seenotretter Shuttle zwischen Libyen und Suedeuropa. Das ist Identitaeren-Sprech und soll die neue rechte Achse Rom-Wien-Berlin zementieren. Der Mann gehoert sofort von Bord! @BMI_Bund @Seenotrettung #Lifeline;26;52;9259;Germany;Seenotretter;negative;39;50
Andrej Hunko;AndrejHunko;TRUE;2018-07-20T10:16:27Z;Es ist sehr erfreulich, dass der irrsinnige Haftbefehl gegen Carles #Puigdemont endlich aufgehoben wurde. Wir haben von Anfang an eine politische Loesung in diesem Konflikt gefordert, der nicht mit dem Mitteln des Strafrechts zu loesen ist.;539;911;9259;Germany;Puigdemont;positive;70;79
